#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
# City of Wonders;;;;;;;;;;;;;;;
wonder_city_of_wonders;A Great City;City of Wonders;City of Wonders;;City of Wonders;;;;;;;;;;x
title_cow_wall_walker_desc;This honorific is awarded to a person who has shown diligence and can spend the majority of their day on their feet, inspecting and maintaining the wall.;;;;;;;;;;;;;;x
title_cow_master_of_tides;Master of the Tides (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_master_of_tides_desc;This honorific is awarded to a person who has shown aptitude for all things marine, and the overarching responsibility of the §YHarbor§! rests on their shoulders.;;;;;;;;;;;;;;x
title_cow_master_of_games;Master of the Games (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_master_of_games_desc;This honorific is awarded to a person with a strong personality and presence, capable of bending a whole crowd to their will.;;;;;;;;;;;;;;x
title_cow_royal_custodian;Royal Custodian (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_royal_custodian_desc;This honorific is awarded to a person who has proven themselves dependable, and they are responsible for the upkeep and maintenance of the §YRoyal Palace§!.;;;;;;;;;;;;;;x
title_cow_guardian_of_knowledge;Guardian of Knowledge (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_guardian_of_knowledge_desc;This honorific is awarded to a person who has shown their wisdom and courage.;;;;;;;;;;;;;;x
title_cow_keeper_of_tomes;Keeper of the Tomes (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_keeper_of_tomes_desc;This honorific is awarded to a person who has shown great aptitude for learning and all related skills.;;;;;;;;;;;;;;x
title_cow_custodian_of_the_temple;Custodian of the Temple (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_custodian_of_the_temple_desc;This honorific is awarded to a person who has shown exceptional devotion to [Root.Religion.GetHighGodNameCap].;;;;;;;;;;;;;;x
title_cow_guardian_of_the_deep;Guardian of the Deep (for the §Y'City'§!);;;;;;;;;;;;;;x
title_cow_guardian_of_the_deep_desc;This honorific is awarded to a person who has shown exceptional vigilance and steadfastness.;;;;;;;;;;;;;;x
### COW History ###;;;;;;;;;;;;;;;
String_mouseion_destroyed_alex;§GMouseion§! and §GBibliothekai§! was finally §Rdestroyed§! in a fire during Aurelian's reconquest;;;;;;;;;;;;;;x
String_serapeion_destroyed_alex;§GSerapeion§! was §Rsacked§! during the Christians' relentless persecution of pagans;;;;;;;;;;;;;;x
String_mausoleion_gone_alex;§GMausoleion of Alexandros§! has §Rdeclined§! into obscurity, it's exact location unknown;;;;;;;;;;;;;;x
String_pharos_destroyed_alex;§GPharos of Alexandreia§! was turned into §Rruins§! by a string of earthquakes;;;;;;;;;;;;;;x
String_colossus_solis_destroyed_roma;§GColossus Solis§! has §Rdeteriorated§! into obscurity and ruin;;;;;;;;;;;;;;x
String_bibliothekai_destroyed_byz;§GBibliothekai§!'s remains were finally §Rdestroyed§! by fire during the 4th Crusade;;;;;;;;;;;;;;x
String_bibliotheca_ulpia_destroyed_roma;§GBibliotheca Ulpia§! was §Rdestroyed§! during the Vandal Sack of Rome;;;;;;;;;;;;;;x
String_circus_maximus_destroyed_roma;§GCircus Maximus§! §Rdecayed§! into ruin, and was quarried for building materials;;;;;;;;;;;;;;x
String_pantheon_destroyed_roma;§GPantheum of Roma§! was §Rconverted§! into just another Christian temple out of many in Rome;;;;;;;;;;;;;;x
String_4th_crusade_devastation_byz;§GMega Palation§!, §GPandidakterion§!, and §GPhoros Konstantinou§! §Rdestroyed§! by 4th Crusade;;;;;;;;;;;;;;x
String_great_earthquake_anti;Great Earthquake §Rkilled§! approximately 250,000 of Antioch's population;;;;;;;;;;;;;;x
String_major_earthquake_aurea_anti;Major Earthquake §Rdestroyed§! the §GDomus Aurea§!;;;;;;;;;;;;;;x
String_deported_by_khosrau_anti;Antioch's population was §Rdeported§! after Persian King Khosrau deported it's citizens;;;;;;;;;;;;;;x
String_conqured_by_arabs_anti;§RConquered§! by the Arabs, it became a contested frontline between the Romans and the Caliphate;;;;;;;;;;;;;;x
String_great_revolt_jeru;Jerusalem was completely §Rrazed§! by the Romans during the Jews' Great Revolt;;;;;;;;;;;;;;x
String_second_temple_destroyed_jeru;The §GSecond Temple§! was §Rdestroyed§! when the Romans razed Jerusalem;;;;;;;;;;;;;;x
String_roman_colony_jeru;Jerusalem was reestablished as a Roman colony;;;;;;;;;;;;;;x
String_athens_sacked_by_heruli;§GOdeion of Pericles§! was §Rdestroyed§! during the Herules' sack of Athens;;;;;;;;;;;;;;x
String_athens_sacked_by_alaric;§GLimen tou Peiraia§! was §Rdamaged§! during Alaric's sack of Piraeus;;;;;;;;;;;;;;x
String_athena_promachos_moved_to_byz;§GAthena Promachos§! was moved to Constantinople for safekeeping;;;;;;;;;;;;;;x
String_hellenic_parthenon_closed_down;§GParthenon§! was §Rclosed down§! by Emperor Zenon;;;;;;;;;;;;;;x
String_athens_sacked_by_slavs;Athens was §Rsacked§! by Slavs;;;;;;;;;;;;;;x
String_carthage_sacked_by_vandals;Carthage was §Rsacked§! by the Vandals after their conquest;;;;;;;;;;;;;;x
String_carthage_reconqured_by_belisarius;Carthage was §Yreconquered§! by Belisarius;;;;;;;;;;;;;;x
String_carthage_captured_by_muslims;Carthage was §Rconquered§! by Muslims;;;;;;;;;;;;;;x
String_carthage_destroyed_by_muslims;Carthage was completely §Rrazed§! by the Muslims as a scorched earth tactic;;;;;;;;;;;;;;x
String_aghlabid_sack_of_syracusa;Syracuse was §Rdestroyed§! by the Aghlabids;;;;;;;;;;;;;;x
String_medina_azahara_destroyed;§GMadinat az-Zahra§! was §Rdestroyed§! by an uprising;;;;;;;;;;;;;;x
### COW Buildings ###;;;;;;;;;;;;;;;
ca_cow_aurelian_walls;Aurelian Walls;Mur aurelien;Aurelianische Mauern;;Murallas Aurelianas;;;;;;;;;x;
ca_cow_aurelian_walls_desc;The Aurelian Walls were built during the reign of Emperor Aurelian and Probus late in the 3rd century, but they still remain the most formidable fortifications ever built in Roma.;Les murailles d'Aurélien ont été construites sous le règne de l'empereur Aurélien à la fin du IIIe siècle, mais elles demeurent toujours les plus formidables fortifications jamais construites à Rome.;Die Aurelianischen Mauern wurden während der Regierungszeit von Kaiser Aurelian im späten 3. Jahrhundert errichtet, sind aber immer noch die beeindruckendsten Befestigungen, die jemals in Rom errichtet wurden.;;Las Murallas Aurelianas se construyeron durante el reinado del Emperador Aureliano a fines del siglo III, pero siguen siendo las fortificaciones más formidables jamás construidas en Roma.;;;;;;;;;x;
### COW Districts ###;;;;;;;;;;;;;;;
upgrade_cow_district_cathedral;Grand Cathedral;;;;;;;;;;;;;;x
upgrade_cow_district_cathedral_desc;A testament to the piety of its builder, the church stretches to the sky.;;;;;;;;;;;;;;x
upgrade_cow_district_hagia_sophia;Hagia Sophia;;;;;;;;;;;;;;x
upgrade_cow_district_hagia_sophia_desc;This great church, the Shrine of the Holy Wisdom of God, is one of the world's largest buildings. It was finished in AD 562, and is traditionally the seat of the Ecumenical Patriarch of Constantinople.;;;;;;;;;;;;;;x
upgrade_cow_district_notre_dame;Notre Dame;;;;;;;;;;;;;;x
upgrade_cow_district_notre_dame_desc;By many deemed integral to the silhouette of Paris, this grand Cathedral reminds the proud metropolitans of their heritage and accomplishments, while also inspiring hope for future endeavors.;;;;;;;;;;;;;;x
upgrade_cow_district_old_st_peter;Basilica Sanctus Petrus;;;;;;;;;;;;;;x
upgrade_cow_district_old_st_peter_desc;The St. Peter's Basilica construction was ordered by Emperor Constantine I between AD 318 and 322, and took about 40 years to complete (c. 360). The church has since then gradually gained importance, and have become a major place of pilgrimage in Rome.;;;;;;;;;;;;;;x
upgrade_cow_district_domus_aurea_anti;Domus Aurea;;;;;;;;;;;;;;x
upgrade_cow_district_domus_aurea_anti_desc;Golden House or the Great Church in Antioch, was the cathedral where the Patriarch of Antioch resided until the building was finally destroyed by an earthquake in AD 588. With it rebuilt, once again can the Patriarch take residence inside it.;;;;;;;;;;;;;;x
upgrade_cow_district_holy_sepulchre_jeru;Basilica of the Holy Sepulchre;;;;;;;;;;;;;;x #ALT NAMES: 'Ecclesia Sancti Sepulchri', 'Naos tes Anastaseos', 'Church of the Holy Sepulchre'
upgrade_cow_district_holy_sepulchre_jeru_desc;Church of the Holy Sepulchre, is also known as the Church of the Resurrection or Church of the Anastasis by Eastern Christians. The church was constructed by Constantine the Great (in AD 335) on the supposed site of where Jesus had been crucified, and also over the tomb of where he had been buried.;;;;;;;;;;;;;;x
upgrade_cow_district_mosque;Great Mosque;;;;;;;;;;;;;;x
upgrade_cow_district_mosque_desc;This building is a testament to the piousness of its builder.;;;;;;;;;;;;;;x
upgrade_cow_district_dome_rock_jeru;Dome of the Rock;;;;;;;;;;;;;;x
upgrade_cow_district_dome_rock_jeru_desc;The Dome of the Rock is an Islamic shrine located on the Temple Mount in Jerusalem. It was initially completed in AD 691–92 at the order of Umayyad Caliph Abd al-Malik during the Second Fitna on the site of the Second Jewish Temple.;;;;;;;;;;;;;;x
upgrade_cow_district_mosque_cord;Great Mosque of Cordoba;;;;;;;;;;;;;;x
upgrade_cow_district_mosque_cord_desc;The grand mosque of Cordoba is impressive in scale. Dwarfing every building around it, the massive structure houses a beautifully tended garden and is considered by all Muslims to be one of the Holy Pilgrimage sites. While not nearly as important as Mecca and Medina, the importance, both culturally and religiously, of this mosque cannot be overstated.;;;;;;;;;;;;;;x
upgrade_cow_district_synagogue;Great Synagogue;;;;;;;;;;;;;;x
upgrade_cow_district_synagogue_desc;Anyone setting foot in the building will be reminded of the value of a religious community.;;;;;;;;;;;;;;x
upgrade_cow_district_second_temple_jeru;Second Temple;;;;;;;;;;;;;;x
upgrade_cow_district_second_temple_jeru_desc;The Second Temple, also known as Herod's Temple, was destroyed by the Romans on the 30th of July AD 70 during the Jewish Great Revolt.;;;;;;;;;;;;;;x
upgrade_cow_district_third_temple_jeru;Third Temple;;;;;;;;;;;;;;x
upgrade_cow_district_third_temple_jeru_desc;With The Third Temple built, all Jews can finally rejoice with the sacred knowledge that the Temple stands once again upon the Temple Mount in the Holy City of Jerusalem. The architects of the project was inspired by the temple structure described in the Book of Ezekiel, which surely only can mean that the Temple shall never fall to Heathen hands again!;;;;;;;;;;;;;;x
upgrade_cow_district_temple_pagan;Great Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_pagan_desc;The site of the temple is rumored to be the holiest ground in the realm.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hellenic;Great Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hellenic_desc;The temple is a holy building, a place of devotion and reflection.;;;;;;;;;;;;;;x
upgrade_cow_district_pantheon_roma;Pantheum of Roma;;;;;;;;;;;;;;x
upgrade_cow_district_pantheon_roma_desc;The Pantheon was built between AD 113–125 during Hadrian's reign at the site of an earlier temple commissioned by Marcus Agrippa during Augustus' reign (27 BC – AD 14). In 609, the Byzantine emperor Phocas gave the building to Pope Boniface IV, who converted it into a Christian church and consecrated it to St. Mary and the Martyrs. This sacrilegious conversion has finally been revoked, and once again do Hellenic priests dwell inside the Pantheon in the name of [Root.Religion.GetHighGodNameCap].;;;;;;;;;;;;;;x
upgrade_cow_district_serapeion_alex;Serapeion of Alexandreia;;;;;;;;;;;;;;x
upgrade_cow_district_serapeion_alex_desc;The Serapeum of Alexandria has been rebuilt, and is once again a place of devotion and reflection. The Serapeum was originally an ancient Greek temple built by Ptolemy III Euergetes which was dedicated to Serapis, who was made the protector of Alexandria.;;;;;;;;;;;;;;x
upgrade_cow_district_parthenon_athens;Parthenon of Athenai;;;;;;;;;;;;;;x
upgrade_cow_district_parthenon_athens_desc;The Parthenon is once again a temple dedicated to the Goddess of Wisdom, Athena. All the sacrilegious alterations committed by the misguided Christians have been removed, and the Temple has been completely cleansed of their influence.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_buddhist;Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_buddhist_desc;The temple is a holy building, a place of devotion and reflection.;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hindu;Hindu Temple;;;;;;;;;;;;;;x
upgrade_cow_district_temple_hindu_desc;A temple that symbolizes the house, seat and body of a God.;;;;;;;;;;;;;;x
upgrade_cow_district_hindu_konark;Konark Sun Temple;;;;;;;;;;;;;;x
upgrade_cow_district_hindu_konark_desc;This temple was built in the form of a giant ornamented chariot dedicated to the Sun God, Surya.;;;;;;;;;;;;;;x
upgrade_cow_district_statue_ruler;Ruler Statue;;;;;;;;;;;;;;x
upgrade_cow_district_statue_ruler_desc;A ruler is immortalized in this grand statue.;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_solis;Colossus Solis;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_solis_desc;The Colossus Solis orginally named after Nero, was a 30-metre (98 ft) bronze statue that the Emperor Nero (37–68 AD) created in the vestibule of his Domus Aurea, the imperial villa complex which spanned a large area from the north side of the Palatine Hill, across the Velian ridge to the Esquiline Hill. It was modified and renamed by Nero's successors into a statue of the sun god Sol. The statue was eventually moved to a spot outside the Flavian Amphitheatre, which (according to one of the more popular theories) became known, by its proximity to the Colossus, as the Colosseum. A prophecy proclaims that "As long as the Colossus stands, Rome will stand, when the Colossus falls, Rome will also fall, when Rome falls, so falls the world.", if the Colossus is refurbished surely this prophecy will not come to pass.;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_constantine;Kolossos Konstantinou;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_constantine_desc;The Colossus of Constantine is a huge acrolithic statue of the late Roman emperor Constantine the Great (c. 280–337) that once occupied the west apse of the Basilica of Maxentius near the Forum Romanum in Rome. Now the statue has finally been moved to it's proper place in the city of Constantinople.;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_athena;Athena Promachos;;;;;;;;;;;;;;x
upgrade_cow_district_colossus_athena_desc;The Athena Promachos ("Athena who fights in the front line") was a colossal bronze statue of Athena sculpted by Pheidias, which stood between the Propylaea and the Parthenon on the Acropolis of Athens. The statue was moved to Constantinople in 465 AD to be displayed as a trophy in the "Oval Forum". Now, the Athena Promachos has finally been returned to it's proper place in the City of Athena.;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue;Statue of a Horse;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_desc;A grand statue of a majestic stallion!;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_incitatus;Incitatus;;;;;;;;;;;;;;x
upgrade_cow_district_horse_statue_incitatus_desc;A grand statue of our most imperial stallion! He who was our most loyal Consul.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls;Great Walls;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_desc;A set of near impregnable defensive walls, surrounding the main settlement.;;;;;;;;;;;;;;x
upgrade_cow_district_theodosian_walls;Teichos Theodosiakon;;;;;;;;;;;;;;x
upgrade_cow_district_theodosian_walls_desc;The Theodosian Walls were built during the reign of Emperor Theodosius II in the early 5th century, but they still remain some of the most formidable fortifications built by human hands.;;;;;;;;;;;;;;x
upgrade_cow_district_aurelian_walls;Murus Aurelianus;;;;;;;;;;;;;;x
upgrade_cow_district_aurelian_walls_desc;The Aurelian Walls were built during the reign of Emperor Aurelian and Probus late in the 3rd century, but they still remain the most formidable fortifications ever built in Roma. With a few overhauls, the Aurelian Walls have become as impregnable as the Theodosian Walls of Constantinople!;;;;;;;;;;;;;;x 
upgrade_cow_district_grand_walls_athens;Makra Teiche;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_athens_desc;The Long Walls of Athens were once a vital set of walls that connects Athens to its ports at Piraeus and Phaleron. The walls were destroyed by the Roman general Sulla after his Siege of Athens and Piraeus in 87-86 BC. With the Long Walls rebuilt, once again has Athens secured itself crucial access to the sea.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_baby;Nimitti-Bel;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_baby_desc;The Walls of Babylon were a set of impenetrable walls that completely encircled the city of Babylon. The only way to enter the city was through either one of the many city gates or the Euphrates river. Metal grates were installed underwater, allowing the river to flow through the city walls while preventing intrusion. When presented with the challenge of sieging Babylon, Cyrus the Great of Persia devised a ingenious plan. By diverting the Euphrates River upstream, the Persians lowered the water level enough so that they could enter the city via the river.\n\nWith the new Grand Walls being greatly inspired from these ancient walls, the architects took great measures to ensure that Cyrus' stunt can not be repeated with the Tigris River.;;;;;;;;;;;;;;x
upgrade_cow_district_round_city_baby;City of Peace;;;;;;;;;;;;;;x
upgrade_cow_district_round_city_baby_desc;The City of Peace, more commonly known as the Round City of Baghdad is the core of Baghdad. By expanding the city with a set of near impregnable defensive walls, Baghdad shall never be defiled.;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_syra;Grand Walls of Syrakousai;;;;;;;;;;;;;;x
upgrade_cow_district_grand_walls_syra_desc;A set of near impregnable defensive walls, defending Syracuse from any harm.;;;;;;;;;;;;;;x
upgrade_cow_district_fortress;Grand Fortress;;;;;;;;;;;;;;x
upgrade_cow_district_fortress_desc;An imposing construction, it will make the province much harder to conquer. Added Facilities can improve considerably the military capabilities of its owner.;;;;;;;;;;;;;;x
upgrade_cow_district_chryseia_pyle;Chryseia Pyle;;;;;;;;;;;;;;x
upgrade_cow_district_chryseia_pyle_desc;Despite its ceremonial role, the Golden Gate is one of the stronger positions along the walls of the city, withstanding several attacks during various sieges. With the addition of transverse walls on the peribolos between the inner and outer walls, it will essentially become a separate fortress.;;;;;;;;;;;;;;x
upgrade_cow_district_castra_praetoria;Castra Praetoria;;;;;;;;;;;;;;x
upgrade_cow_district_castra_praetoria_desc;Castra Praetoria were the ancient barracks (castra) of the disbanded Praetorian Guard. The barracks were erected just outside the city of Rome and surrounded by solid masonry walls, measuring a total of 440 by 380 metres (1,440 ft × 1,250 ft). Three of the four sides of the walls were later incorporated in the Aurelian Walls. Rebuilt into a proper fortress it shall forever protect The Eternal City.;;;;;;;;;;;;;;x
upgrade_cow_district_akra_anti;Akra of Antiocheia;;;;;;;;;;;;;;x
upgrade_cow_district_akra_anti_desc;The Citadel of Antioch lies atop the mountain of Silpius overlooking the city, and is an integral part of Antioch's city walls. The first fortification at this site was probably built by the Macedonian King Seleucus I Nicator after he had founded the city of Antioch during the 4th century BC.;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_david;Tower of David;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_david_desc;The Tower of David is an ancient citadel located in the Holy City of Jerusalem, in which the Citadel has a key defensive role. The name "Tower of David" came to be due to Byzantine Christians who believed the site to be the palace of King David. After the Arabic conquest of Jerusalem in 638, the Tower of David was thoroughly refurbished and improved by its new inhabitants.;;;;;;;;;;;;;;x
upgrade_cow_district_ishtar_gate;Ishtar Gate;;;;;;;;;;;;;;x
upgrade_cow_district_ishtar_gate_desc;The Ishtar Gate, the eight gate of inner city of Babylon, was part of a grand walled processional way leading into the city. The walls were finished in glazed bricks mostly in blue, with animals and deities in low relief at intervals, these also made up of bricks that are molded and colored differently. By building a fortress inspired by the Ishtar Gate, we can raise a most impressive structure.;;;;;;;;;;;;;;x
upgrade_cow_district_all_nations_parsa;Gate of All Nations;;;;;;;;;;;;;;x
upgrade_cow_district_all_nations_parsa_desc;The Gate of All Nations was originally the grandiose entrance to the Apadana, and according to Persian tradition was supposed to guard against all Evil. With the Gate of All Nations rebuilt, it has been expanded into a proper fortress, which now shall truly guard against Evil.;;;;;;;;;;;;;;x
upgrade_cow_district_byrsa_carthage;Byrsa;;;;;;;;;;;;;;x
upgrade_cow_district_byrsa_carthage_desc;The Byrsa was the walled citadel in ancient Carthage, placed on the hill which shares its name. With it rebuilt, it can once again safeguard Carthage from all foreign threats.;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city;Great Underground City;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_desc;Partially carved from the very rock it sits on, only its owner knows exactly how far these tunnels sprawl.;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_petra;Petra;;;;;;;;;;;;;;x
upgrade_cow_district_underground_city_petra_desc;The great desert city of Petra has existed for hundreds of years.;;;;;;;;;;;;;;x
upgrade_cow_district_harbor;Great Harbor;;;;;;;;;;;;;;x
upgrade_cow_district_harbor_desc;A Great Harbor with storehouses will dominate trade in the area, thus bringing revenues. It can also increase our maritime military capabilities, including in sieges.;;;;;;;;;;;;;;x
upgrade_cow_district_limen_byz;Limen ton Neorion;;;;;;;;;;;;;;x
upgrade_cow_district_limen_byz_desc;The Neorion Harbour is a harbour in the city of Constantinople, active from the foundation of the city in the 4th century. It was the first port to be built in Constantinople after its re-foundation by Constantine the Great, and the second in the area after the Prosphorion, which was the port of ancient Byzantium.;;;;;;;;;;;;;;x
upgrade_cow_district_portus_roma;Portus of Roma;;;;;;;;;;;;;;x
upgrade_cow_district_portus_roma_desc;Portus was a large artificial harbour of Ancient Rome. Sited on the north bank of the north mouth of the Tiber, on the Tyrrhenian coast, it was established by Claudius and enlarged by Trajan to supplement the nearby port of Ostia. If the port is restored, it can once again serve it's vital role as the primary port of Roma.;;;;;;;;;;;;;;x
upgrade_cow_district_port_of_piraeus;Limen tou Peiraia;;;;;;;;;;;;;;x
upgrade_cow_district_port_of_piraeus_desc;Expanding the ancient Port of Piraeus with storehouses will dominate trade in the area, thus bringing revenues. It can also increase our maritime military capabilities, including in sieges.;;;;;;;;;;;;;;x
upgrade_cow_district_cothon_carthage;Cothon of Carthago;;;;;;;;;;;;;;x
upgrade_cow_district_cothon_carthage_desc;The Cothon of Carthage was an artificial, protected inner harbor that helped Carthage maintain naval dominance of the Mediterranean. With the Cothon rebuilt, it can once again serve in this purpose.;;;;;;;;;;;;;;x
upgrade_cow_district_lighthouse;Great Lighthouse;;;;;;;;;;;;;;x
upgrade_cow_district_lighthouse_desc;A tall and visible landmark, the building lends a helping hand to sailors, guiding their ships into port at night.;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_alex;Pharos of Alexandreia;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_alex_desc;For a long time the tallest building in the world, the lighthouse is an impressive construction visible from far away, while also serving its purpose, guiding ships into port.;;;;;;;;;;;;;;x
upgrade_cow_district_pharos_byz;Megalos Pyrgos;;;;;;;;;;;;;;x # Maybe Tower of Leandros (Pyrgos/Pharos tou Leandrou) instead?
upgrade_cow_district_pharos_byz_desc;The Great Tower of Galata serves a great tactical purpose as the end of a great chain connected to Tower of Eugenius, which together prevents enemy ships from entering the Golden Horn. With the Great Tower expanded and refurbished into a lighthouse, it can help secure naval control of Constantinople.;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_babel;Tower of Babel;;;;;;;;;;;;;;x
upgrade_cow_district_tower_of_babel_desc;The biblical Tower of Babel was once believed to have been built in Babylon, which humanity was punished greatly for. It's finally time to remedy the failure last time and build a new and better tower, which shall surely make the very heavens themselves be within our reach!;;;;;;;;;;;;;;x
upgrade_cow_district_palace;Royal Palace;;;;;;;;;;;;;;x
upgrade_cow_district_palace_desc;A regal symbol of the prestigious lineage of its builder, this palace is one of its kind.;;;;;;;;;;;;;;x
upgrade_cow_district_mega_palation;Mega Palation;;;;;;;;;;;;;;x
upgrade_cow_district_mega_palation_desc;The Great Palace of Constantinople, also known as the Sacred Palace (Greek: Hieron Palation), was the large Imperial Byzantine palace complex located in the south-eastern end of the peninsula of Constantinople. It has served as the main royal residence of the Eastern Roman or Byzantine emperors from 330 to 1081 and was the center of imperial administration for over 690 years.;;;;;;;;;;;;;;x
upgrade_cow_district_lateran_palace;Palatium Lateranense;;;;;;;;;;;;;;x
upgrade_cow_district_lateran_palace_desc;The Lateran Palace is an ancient palace of the Roman Empire and later became the main papal residence in southeast Rome.;;;;;;;;;;;;;;x
upgrade_cow_district_apadana_parsa;Apadana of Parsa;;;;;;;;;;;;;;x
upgrade_cow_district_apadana_parsa_desc;The ancient Apadana of Persepolis was originally a diplomatic hall for the meeting of emissaries from all over the known world. The rebuilt Great Hall has become the centerpiece of a new palace also named Apadana, in honor of its ancient and famed hall.;;;;;;;;;;;;;;x
upgrade_cow_district_medina_azahara;Madinat az-Zahra;;;;;;;;;;;;;;x
upgrade_cow_district_medina_azahara_desc;A palace to rival even the great palaces of old. Sitting high above the rest of Cordoba, overlooking the city and her people, this fortress acts as both a defensive structure, and the administraive center of the nation. With masterfully sclupted columns and a mixture of native, and Ancient Roman, stones it, like the city over which it sits, is a beautiful combination of local and foreign cultures which meld together to create something truly unique in the world.;;;;;;;;;;;;;;x
upgrade_cow_district_amphitheatre;Grand Amphitheater;;;;;;;;;;;;;;x
upgrade_cow_district_amphitheatre_desc;An epitome of popular culture, it serves to entertain with great spectacles, lowering the revolt risk. It can also allow for the recruitment of specially trained individuals.;;;;;;;;;;;;;;x
upgrade_cow_district_odeon_athens;Odeion of Pericles;;;;;;;;;;;;;;x
upgrade_cow_district_odeon_athens_desc;The Odeon of Athens was 4,000 sq. meter odeon, built at the southeastern foot of the Acropolis in Athens. It orginally was burnt down during Sulla's siege of Athens in 87–86 BC. With the Odeon rebuilt, once again has Athens become the epitome of popular culture.;;;;;;;;;;;;;;x
# upgrade_cow_district_odeon_athens;Herodeion of Athenai;;;;;;;;;;;;;;x # ALT
# upgrade_cow_district_odeon_athens_desc;The Odeon of Herodes Atticus was originally built by the Greek Herodes Atticus in memory of his Roman wife, Aspasia Annia Regilla. It was used as a venue for music concerts with a capacity of 5,000. It lasted intact until it was destroyed and left in ruins by the Heruli in 267 AD. With the Odeon rebuilt, once again has Athens become an epitome of popular culture.;;;;;;;;;;;;;;x
upgrade_cow_district_amphitheatre_syra;Amphitheatron of Syrakousai;;;;;;;;;;;;;;x
upgrade_cow_district_amphitheatre_syra_desc;With the ancient amphitheatre in Syracuse restored, it can once again become an epitome of popular culture, that shall serve to entertain the masses with great spectacles.;;;;;;;;;;;;;;x # WIP
upgrade_cow_district_hippodromos_byz;Hippodromos of Konstantinoupolis;;;;;;;;;;;;;;x
upgrade_cow_district_hippodromos_byz_desc;The Hippodrome of Constantinople was a circus that was the sporting and social centre of Constantinople. In AD 324, the Emperor Constantine the Great decided to move the seat of the government from Rome to Byzantium, which he renamed Nova Roma (New Rome). This name failed to impress and the city soon became known as Constantinople, the City of Constantine. Constantine greatly enlarged the city, and one of his major undertakings was the renovation of the Hippodrome. It is estimated that the Hippodrome of Constantine was about 450 m (1,476 ft) long and 130 m (427 ft) wide. Its stands were capable of holding 100,000 spectators.;;;;;;;;;;;;;;x
upgrade_cow_district_circus_anti;Circus of Antiocheia;;;;;;;;;;;;;;x
upgrade_cow_district_circus_anti_desc;The Circus of Antioch is a circus most likely built around 50 BC. It was modelled after Circus Maximus in Rome, and other circus buildings throughout the Roman Empire. The circus measures at more than 490 m in length, 30 m of width, and could house up to 80,000 spectators.;;;;;;;;;;;;;;x
upgrade_cow_district_colosseum;Colosseum;;;;;;;;;;;;;;x
upgrade_cow_district_colosseum_desc;The Colosseum or Coliseum also known as the Flavian Amphitheatre, is an oval amphitheatre in the centre of Roma. Built of travertine limestone, tuff (volcanic rock), and brick-faced concrete, it was the largest amphitheatre ever built at the time and held 50,000 spectators. The Colosseum is situated just east of the Roman Forum. Construction began under the emperor Vespasian in AD 72 and was completed in AD 80 under his successor and heir, Titus. The Colosseum could hold an estimated 50,000 to 80,000 spectators during phases of its various renovations over the centuries, having an average audience of some 65,000 - it was used for gladiatorial contests and public spectacles such as mock sea battles, animal hunts, executions, re-enactments of famous battles, and dramas based on Classical mythology. The building ceased to be used for entertainment in the early medieval era. It was later reused for such purposes as housing, workshops, quarters for a religious order, a fortress, a quarry, and a Christian shrine.;;;;;;;;;;;;;;x
upgrade_cow_district_garden;Magnificent Garden;;;;;;;;;;;;;;x
upgrade_cow_district_garden_desc;The garden is a marvel of both science and beauty.;;;;;;;;;;;;;;x
