secret_religious_society_mainline_desc_REAL;Protestants across America mostly fall under the Mainline union of Protestant churches, following a myriad of differing doctrines. Protestants have found themselves oppressed in the old world, and have resolved to keep their faith strong.;;;;;;;;;;;;;x

secret_religious_society_REAL_columbian;American Catholic Community;;;;;;;;;;;;;x
secret_religious_society_columbian_desc_REAL;Catholics across the United States have found themselves disorganized and leaderless after the event, due to lack of communication with the Papacy. Since then, the federal government has propped up the Latin Patriarchate of Washington as the spiritual leader of Catholics in America. They hold strong to their faith, no matter where they go, even across the sea.;;;;;;;;;;;;;x

secret_religious_society_REAL_baptist;Baptist World Alliance;;;;;;;;;;;;;x
secret_religious_society_baptist_desc_REAL;Born in antiquity, Baptism is a strain of Protestantism that is highly charismatic and vigorous. It believes in believer's baptism, meaning that only adult believers should be baptised, and that by full bodily immersion in water. They reject most of the Catholic sacraments and follow a Congregational model of Church governance.;;;;;;;;;;;;;x

secret_religious_society_REAL_xinjiao;Three-Self Patriotic Movement;;;;;;;;;;;;;x
secret_religious_society_xinijao_desc_REAL;In the time since the event chinese protestantism has been relatively isolated from the rest of the Christian world and while yes remaining a undoubtably christian faith has adopted some ideas from older Chinese philosophies and adapted them to suit a Christian faith. For example, these Christians pray to their pious ancestors for guidance in a similar way as the Catholics of the west and believe that their God maintains a Celestial Order to the world. ;;;;;;;;;;;;;x

secret_religious_society_REAL_oldbeliever;Zealots of Piety;;;;;;;;;;;;;x
secret_religious_society_oldbeliever_desc_REAL;Originating from a pre-Event split within the Russian Orthodox Church, the reasons for the Old Believers' existence is lost in the mists of time. They maintain that the Russian Church, under the influence of the demon Nikon, tried to pervert and destroy Christ's Church, creating the Zarist faith. However, their ancestors escaped into the wild, where they hid until eventually the wrath of God destroyed the apostate Russia, no longer deserving the title of 'Holy'.;;;;;;;;;;;;;x

secret_religious_society_REAL_calvinist;World Reformed Fellowship;;;;;;;;;;;;;x
secret_religious_society_calvinist_desc_REAL;Born before the Event on the mountains of Switzerland, some say from a great sage born in the depth of the Alps, the Calvinist faith has greatly grown after the Event. Under rulers chosen by heaven itself (for no ruler that is not chosen could ever be King of the Calvinists for long) the Calvinist faith is prepared to fight to expand the true Christian way;;;;;;;;;;;;;x

secret_religious_society_REAL_neohuguenot;Neo-Huguenot Faithful;;;;;;;;;;;;;x
secret_religious_society_neohuguenot_desc_REAL;Reborn post event the Neo-Huguenots will not see their faith fall to persecution as the ancient Huguenots once did.;;;;;;;;;;;;;x
secret_religious_society_REAL_jugoslavist;Society of Saint Tito;;;;;;;;;;;;;x
secret_religious_society_jugoslavist_desc_REAL;The youngest of all Christian churches, the Yugoslavist faith was born when the Car of Yugoslavia, hard pressed in keeping his diverse Empire united, made a desperate attempt, calling a great Council of all holy men in his lands, fusing all faiths in his domains in a single religion and forcing them all to accept it or lose their heads.;;;;;;;;;;;;;x

secret_religious_society_REAL_chaldean;Christians of the East;;;;;;;;;;;;;x
secret_religious_society_chaldean_desc_REAL;The Levant has long been home to several Christian denominations,such as the Assyrian Church, Chaldean Catholics, and Oriental Orthodox. These churches had few or no theological differences, and were mostly distinguished by which Rite they used to celebrate the Liturgy. However, after the Event, these differences no longer seemed as significant as the need for cohesion and survival in the face of societal collapse, and so the Syriac Orthodox and Chaldean Catholic Churches joined together. This 'new' old Church is led by the Patriarch of Antioch and All the East;;;;;;;;;;;;;x

secret_religious_society_REAL_nasrini;Syrian Christians of India;;;;;;;;;;;;;x
secret_religious_society_nasrini_desc_REAL;First spread to India by Saint Thomas the Apostle over 25 centuries ago, the Nasranis have always been a minority in India. With the chaos of the Event cutting India off from most outside communication,the various Nasrani Churches (both those in communion with the Pope and those in communion with the Eastern Church) united together for the sake of convenience. The example of several holy men has caused the Nasranis to grow in popularity over the last few decades, to the point where they are a majority in a few parts of India,though they are still a minority overall;;;;;;;;;;;;;x

secret_religious_society_REAL_koptic;The Coptic Faithful;;;;;;;;;;;;;x
secret_religious_society_koptic_desc_REAL;The Coptic faith is an ancient Christian church, dating back to millennia before the Event according to its practicioners. After the Event, it's still practiced in parts of Africa. While weak, the faith has proved resilient over the centuries, and might still survive beyond the 26th century;;;;;;;;;;;;;x

secret_religious_society_REAL_mattaism;The Poor;;;;;;;;;;;;;x
secret_religious_society_mattaism_desc_REAL;The followers of Matta El Meskeen, whose teachings were often rejected by the Coptic leadership, are no strangers to being forced to go underground and practice their teachings in secret. That's why after the chaos of the Event, many of them came together and became 'The Poor', named in reverence of Father Matta.;;;;;;;;;;;;;x

secret_religious_society_REAL_anglican;Society of the Sacred Mission;;;;;;;;;;;;;x
secret_religious_society_anglican_desc_REAL;Native to antediluvian England, the Anglican Church has long since been practically extinct in its homeland. It regards itself as a 'via media' or middle way between Protestantism and Catholicism. Its religious head is the king of England. Though barely extant in the British Isles it is not impossible for it to return to its former glory.;;;;;;;;;;;;;x

secret_religious_society_REAL_highchurch;Episcopal Community;;;;;;;;;;;;;x
secret_religious_society_highchurch_desc_REAL;Native to antediluvian England, the Episcopal Church has long since been practically extinct in its homeland. It regards itself as a 'via media' or middle way between Protestantism and Catholicism. Though no longer extant in the British Isles, it survived in Canada and parts of Africa, with local bishops presiding over congregations and powerful local rulers being proclaimed King of England for patronising the Church.;;;;;;;;;;;;;x

secret_religious_society_REAL_sedevacantist;The True Catholics;;;;;;;;;;;;;x
secret_religious_society_sedevacantist_desc_REAL;The Sedevacantists of America reject the authority of the Latin Patriarch of Washington as the spiritual leader of American Catholicism and seek to find the true Papacy in the Old World. Rejected by the American government, they are now scattered but still hold strong in their quest to find the true Pope in Rome.;;;;;;;;;;;;;x

secret_religious_society_REAL_evangelical;The Evangelical Alliance;;;;;;;;;;;;;x
secret_religious_society_evangelical_desc_REAL;Though having roots in the Old World, the Evangelical faith is now mostly an American faith. Derived from antediluvian Protestantism, it believes in the doctrine of salvation by grace alone and focuses on the centrality of the conversion experience to Christian life (traditionally known as 'being born again'). In its long isolation in America due to persecution by the American government, they have become more decentralized and more self-dependent.;;;;;;;;;;;;;x

secret_religious_society_REAL_batenburger;The Sword-Minded;;;;;;;;;;;;;x
secret_religious_society_batenburger_desc_REAL;Though they claim to be Christians, the Batenburgers possess beliefs that mark them as being well outside the traditional Christian mainstream, believing in their unrestricted right to not only take violent vengeance upon unbelievers, but also to plunder and pillage them by force. Their highly combative nature makes them adept at war, but earns them the ire of their neighbours.;;;;;;;;;;;;;x

secret_religious_society_REAL_catholic;The Society of Jesus;;;;;;;;;;;;;x
secret_religious_society_catholic_desc_REAL;Ever since the Event, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;;;;;;;;;;;;;x

secret_religious_society_REAL_orthodox;The Old Christians;;;;;;;;;;;;;x
secret_religious_society_orthodox_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;;;;;;;;;;;;;x

secret_religious_society_REAL_marblists;Ave Constantine;;;;;;;;;;;;;x
secret_religious_society_marblists_desc_REAL;Following the Marblist faith and considered heretics by the Ecumenical Patriarchs. The Marblists believe in the return of Emperor Constantine to lead the true Christian faithful to greatness in a new Empire.;;;;;;;;;;;;;x

secret_religious_society_REAL_fraticelli;The Fraticelli Faithful;;;;;;;;;;;;;x
secret_religious_society_fraticelli_desc_REAL;Ever since its humble roots, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;;;;;;;;;;;;;x

secret_religious_society_REAL_hussite;The Hus' Believers;;;;;;;;;;;;;x
secret_religious_society_hussite_desc_REAL;Those that follow the faith founded by the legendary Jan Hus before the Event are rare apparently. However, that is because it is here they meet, organizing underground groups that one day will bring the Hussite faith to light in triumph.;;;;;;;;;;;;;x

secret_religious_society_REAL_nousthreskeia;Peers of Mirrazum;;;;;;;;;;;;;x
secret_religious_society_nousthreskeia_desc_REAL;Considering themselves the most "matured" among humanity, the Peers of Mirrazum seek to spread the faith of Mirrazumdrost, hoping to help humanity mature collectively to reach the mental and collective advancement of the pre-Event era.;;;;;;;;;;;;;x

secret_religious_society_REAL_nousthreskeia_reformed;Peers of Mirrazum;;;;;;;;;;;;;x
secret_religious_society_nousthreskeia_reformed_desc_REAL;Considering themselves the most "matured" among humanity, the Peers of Mirrazum seek to spread the faith of Mirrazumdrost, hoping to help humanity mature collectively to reach the mental and collective advancement of the pre-Event era.;;;;;;;;;;;;;x

secret_religious_society_REAL_thelemic_reformed;Her Majesty's Most Faithful;;;;;;;;;;;;;x
secret_religious_society_thelemic_reformed_desc_REAL;Followers of the Queen and Thelemic thought, Thelema faithful have long been considered as hedonists and degenerates by the Christian churches, but their loyalty to her majesty the Queen is stronger than any condemnation they may face, and work tirelessly to keep their ways alive.;;;;;;;;;;;;;x

secret_religious_society_REAL_thelemic;The Free-Willed;;;;;;;;;;;;;x
secret_religious_society_thelemic_desc_REAL;Followers of the old Thelemic ways, before the institution of the Council of Wisdom and the High Sorcerer, they are viewed as traitors by the mainstream Thelemics but their faith in the true will of the Queen will prevail.;;;;;;;;;;;;;x

secret_religious_society_REAL_summer_queen;People of Avalon;;;;;;;;;;;;;x
secret_religious_society_summer_queen_desc_REAL;Followers the Summer Queen sect of Thelema, they believe in the Queen as the ruler of Summer while her consort the Knight as the King of Winter. They believe that they are blessed by the King of Winter who will guard them from harm with his sword Excalibur.;;;;;;;;;;;;;x

secret_religious_society_REAL_orange_king;The Ultraunionists;;;;;;;;;;;;;x
secret_religious_society_orange_king_desc_REAL;Followers of the Thelemic Lodge of the Orange King, they follow the consort of the Queen, Hadit. They also pledge absolute loyalty to the Queen and Britannia with unmatched zeal. Naturally, they seek to spread the glory of the Queen wherever they go.;;;;;;;;;;;;;x

secret_religious_society_REAL_koranist;The Hidden Ahle Quran;;;;;;;;;;;;;x
secret_religious_society_koranist_desc_REAL;While the Ahle Quran society has dedicated itself to spreading the true message of Islam through the Koran only. In the aftermath of the event, persecutions against Qurani teachers only continued, so the remaining Qurani scholars came together to reform the society once more, but also established a "hidden" wing of the new organization, which preaches Qurani teachings in secret. At hard times like these, joining the organization is for only the most devout and selfless Quraniyya.;;;;;;;;;;;;;x

secret_religious_society_REAL_sarna_pagan;The Sarna's Adherents;;;;;;;;;;;;;x
secret_religious_society_sarna_pagan_desc_REAL;While Sarnaism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view the faith of the holy woods as a subversive force and thus persecute the followers of the Sarna. Nevertheless, the adherents of Sarnaism continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_sarna_pagan_reformed;The Sarna's Adherents;;;;;;;;;;;;;x
secret_religious_society_sarna_pagan_reformed_desc_REAL;While Sarnaism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view the faith of the holy woods as a subversive force and thus persecute the followers of the Sarna. Nevertheless, the adherents of Sarnaism continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_mo_pagan;The Bu Luotuo's Adherents;;;;;;;;;;;;;x
secret_religious_society_mo_pagan_desc_REAL;While Moism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view it as a subversive force and thus persecute the followers of Bu Luotuo. Nevertheless, the adherents of Bu Luotuo continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_mo_pagan_reformed;The Bu Luotuo's Adherents;;;;;;;;;;;;;x
secret_religious_society_mo_pagan_reformed_desc_REAL;While Moism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view it as a subversive force and thus persecute the followers of Bu Luotuo. Nevertheless, the adherents of Bu Luotuo continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_wuist;The Shangdi's Adherents;;;;;;;;;;;;;x
secret_religious_society_wuist_desc_REAL;While Wuism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view it as a subversive force and thus persecute the followers of Shangdi. Nevertheless, the adherents of Shangdi continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_wuist_reformed;The Shangdi's Adherents;;;;;;;;;;;;;x
secret_religious_society_wuist_reformed_desc_REAL;While Wuism was an accepted faith and was tolerated and practiced in its homeland, many places outside of it view it as a subversive force and thus persecute the followers of Shangdi. Nevertheless, the adherents of Shangdi continue to practice their rituals in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_combuddhist;The Red Prince's Hideout;;;;;;;;;;;;;x
secret_religious_society_combuddhist_desc_REAL;After the destruction of Vientiane brought by Siamese, many loyalists have been hunted and persecuted by their own countrymen. Those seeks safe haven from traitors have organized themselves into a secret union of sort, where they can take refuge and sometime exchanges the idea of what Maitreyist really is.;;;;;;;;;;;;;x

secret_religious_society_REAL_caodai;The Secluded Sea;;;;;;;;;;;;;x
secret_religious_society_caodai_desc_REAL;In the past, our Giao-Tong used to be able to amass followers as many as millions. Even when the many tyrants of Vietnam wanted to eradicate our sect, they can't do anything against our number. The Giao-Tong instructed Imperial subjects to prioritize safety over martyrdom, falsely confessing to the god(s) which tyrant worship and only reveal their allegiance  when the time is right.;;;;;;;;;;;;;x

secret_religious_society_REAL_satsana_pi_pagan;The Court of Kwan;;;;;;;;;;;;;x
secret_religious_society_satsana_pi_pagan_desc_REAL;The Shamanistic clan of the north once wielded unlimited power over Vietnam, with mandatory worship of Holy and Ancestral spirits. However, as the Empire assamilated it's conqueror. It was the shaman themselves who became persecuted. Those who still loyal to the tradition often find their solace in this secret court, where the shaman shares their wisdom and commune with the spirit on the behalf of Living lords.;;;;;;;;;;;;;x

secret_religious_society_REAL_satsana_pi_pagan_reformed;The Court of Kwan;;;;;;;;;;;;;x
secret_religious_society_satsana_pi_pagan_reformed_desc_REAL;The Shamanistic clan of the north once wielded unlimited power over Vietnam, with mandatory worship of Holy and Ancestral spirits. However, as the Empire assamilated it's conqueror. It was the shaman themselves who became persecuted. Those who still loyal to the tradition often finds their solace in this secret court, where the shaman shares their wisdom and commune with the spirit on the behalf of Living lords.;;;;;;;;;;;;;x

secret_religious_society_REAL_ho_cult;The Lightbringer Order;;;;;;;;;;;;;x
secret_religious_society_ho_cult_desc_REAL;The Light started by the Uncle Ho many centuries ago used shine all over Indochina. But now our work has been undone and the reactionary force blocked the wisdom of Our Uncle from the people by all means they can use. However, all is not lost as long as The Lightbringer rode forth to release proletariat from their chains.;;;;;;;;;;;;;x

secret_religious_society_REAL_syafi;The Secret Pesantren;;;;;;;;;;;;;x
secret_religious_society_syafi_desc_REAL;Followers of the Syafi'i school are usually majority in Malay sultanates, but they tend to be looked down upon in other lands. Nevertheless, the Syafi'i faithful stay resolute and practice their faith in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_pusaka;The Bumiputera;;;;;;;;;;;;;x
secret_religious_society_pusaka_desc_REAL;Bumiputera, directly translated as Son of the Land, is a term ascribed to Malay inhibatants of Malaya peninsula and Borneo isle. Most of whom followed Pusaka school of Sunnism. The term have been aptly adopted for this society, which assist secret adherents in both concealing and spreading their faith, in hope that the school shall rise once more.;;;;;;;;;;;;;x

secret_religious_society_REAL_ramadi;The Lordly Shelter;;;;;;;;;;;;;x
secret_religious_society_ramadi_desc_REAL;While the Ramadi monks has dedicated itself to spreading the true message of Islam and Buddhism. Persecutions from the cruel and dogmatic only continued, so the remaining Ramadi scholars built this metaphorical shelter as a "hidden" wing of their public proselytizing efforts, which preaches Buddha's teachings in secret. At hard times like these, joining the organization is for only the most devout and selfless Ramadi.;;;;;;;;;;;;;x

secret_religious_society_REAL_gidoggyo;The Blessed Virgin's Chosen;;;;;;;;;;;;;x
secret_religious_society_gidoggyo_desc_REAL;To many Gidoggyo faithful, the Blessed Virgin Mary is seen as the patron saint of their homeland, as stories tell of her liberating the people of Korea from the yoke of Japanese overlordship in the days before the Event. Today, many devout followers of the Way of Christ who are forced underground for one reason or another look up to the Blessed Virgin for guidance.;;;;;;;;;;;;;x

secret_religious_society_REAL_kirishitan;Kakure Kirishitan;;;;;;;;;;;;;x
secret_religious_society_kirishitan_desc_REAL;Back in the long forgotten days of the Edo jidai, Christianity was banned by the Tokugawa Shogunate, forcing many of its practitioners underground, they were known as the "Kakure Kirishitan" or "Hidden Christians", while the ban was eventually lifted centuries later, circumstances have again forced devout Kirishitan followers underground, reforming the old Kakure Kirishitan movement.;;;;;;;;;;;;;x

secret_religious_society_REAL_isukirian;Isukiri's Faithful;;;;;;;;;;;;;x
secret_religious_society_isukirian_desc_REAL;The beliefs of the Isukirians are seen as heretical by even their Christian brethren in Japan, and thus it is not uncommon for them to forced underground in order to continue their practices, nevertheless, the Isukirians know that much like how Jesus lived to be 103, true followers of the faith will also have long and happy lives.;;;;;;;;;;;;;x

secret_religious_society_REAL_katoliko;The Society of Jesus in the Orient;;;;;;;;;;;;;x
secret_religious_society_katoliko_desc_REAL;As the main upholders of Catholic doctrine in the eastern Asia, many Katolikos find it imperative to continue practicing their beliefs no matter the cost or circumstance, and thus several clandestine societies dedicated to the hidden practice of Catholicism exist all over the far east.;;;;;;;;;;;;;x

secret_religious_society_REAL_aglipayan;The Independientes;;;;;;;;;;;;;x
secret_religious_society_aglipayan_desc_REAL;Aglipayans have, since their formation, been in opposition to the dogma and influence of the far away Catholic Church, preferring that an independent church be established in the Philippines instead, while they achieved prominence in days long forgotten, the aftermath of the Event and the rising power of the Archbishop of Manila has weakened the power of the Aglipayans who again find themselves forced underground. Nevertheless, Aglipayan faithful carry on and hold on to their independence.;;;;;;;;;;;;;x

secret_religious_society_REAL_el_shaddai;The Hidden Healers;;;;;;;;;;;;;x
secret_religious_society_el_shaddai_desc_REAL;The herbalistic and syncretic beliefs of the El Shaddai are widely seen as heretical by the Patriarchate of Manila, forcing many of its followers into hiding, but that did nothing to deter the spread of the faith, as many followers of the El Shaddai way continue practicing it in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_eastern_lightning;Hidden Lightning;;;;;;;;;;;;;x
secret_religious_society_eastern_lightning_desc_REAL;The followers of the Eastern Lightning movement have long opposed the Great Red Dragon that oppressed China for centuries, and thus formed many secret societies to combat its influence and spread their own teachings. Many who find themselves opposed to the doctrine of the Ruby Chairman are welcomed into those many secret societies to carry on the struggle to establish the Kingdom of God.;;;;;;;;;;;;;x

secret_religious_society_REAL_juche;The Supreme Leader's Chosen;;;;;;;;;;;;;x
secret_religious_society_juche_desc_REAL;Utter loyalty and devotion to the Kim family does not stop at the borders of Korea, it is to be spread to and enlighten the masses around the world as well, as the Supreme Leader's Chosen seek to accomplish.;;;;;;;;;;;;;x

secret_religious_society_REAL_red_cult;The Red Cult;;;;;;;;;;;;;x
secret_religious_society_red_cult_desc_REAL;It is true that the Hongxiejiao believe that every method is allowed to increase the power of the Ruby Chairman, including the formation of hidden secret societies to help spread the influence of the Hongxiejiao faith, and to combat the passive Liehuo who don't have what it takes to fight the traitors and infidels.;;;;;;;;;;;;;x

secret_religious_society_REAL_tridemism;The Builders of Minsheng;;;;;;;;;;;;;x
secret_religious_society_tridemism_desc_REAL;Since his exile to the island of Taiwan by the Ruby Chairman, the Sapphire Didact has worked tirelessly to rebuild his power and influence to be able to return to China and restore harmony to the universe. Some Sanminzhuyi faithful have taken it upon themselves to lay the groundwork for the Sapphire Didact's return by forming secret societies to spread the word of the Principles of Minsheng.;;;;;;;;;;;;;x

secret_religious_society_REAL_neoncult;Hidden Enlightenment;;;;;;;;;;;;;x
secret_religious_society_neoncult_desc_REAL;The curious beliefs of Xihe's faithful have not spread without opposition, thus forcing many followers of the sun goddess into hiding, where they continue their devotion in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_neoncult_reformed;Hidden Enlightenment;;;;;;;;;;;;;x
secret_religious_society_neoncult_reformed_desc_REAL;The curious beliefs of Xihe's faithful have not spread without opposition, thus forcing many followers of the sun goddess into hiding, where they continue their devotion in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_shinto;Sentinels of the Kami;;;;;;;;;;;;;x
secret_religious_society_shinto_desc_REAL;The system of beliefs native to Japan is rife with syncretist and polytheistic beliefs, and thus many other religions viewed it with enmity, due to circumstance, followers of Shinto and the Kami have found themselves underground, continuing to venerate the Kami in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_bushinto;Guardians of Peaceful Unity;;;;;;;;;;;;;x
secret_religious_society_bushinto_desc_REAL;Shintoism itself is home to diverse sets of beliefs, and the Western Shinto faith is one of those beliefs. The Western Shintoist hope for a sacred, unified and peaceful Japan never died, even when faced with opposition, they continue spreading the word in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_buddhoshinto;Amida's Faithful;;;;;;;;;;;;;x
secret_religious_society_buddhoshinto_desc_REAL;While rarely facing discrimination in their homeland of Japan, the Amida Shinto faithful have found themselves forced underground, where they continue their syncretism of Buddhism and Shintoism in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_ainushinto;The Faithful of the Northern Island;;;;;;;;;;;;;x
secret_religious_society_ainushinto_desc_REAL;The Northern Shinto are seen as somewhat wayward by their southern neighbours, as their veneration of native Ainu deities is not seen anywhere else in Japan, as such, many have tried oppressing the beliefs of the Northern Shinto to little success, and while they find themselves in hiding, the Northern Shinto intend to continue their practices in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_shinko;Followers of the Ultimate Ancestors;;;;;;;;;;;;;x
secret_religious_society_shinko_desc_REAL;The followers of the native religion of the Ryukyu islands are no strangers to oppressions, and again find themselves oppressed and forced into hiding. The Shinko followers still intend to persevere and continue their beliefs in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_shindo;Followers of the Spirits;;;;;;;;;;;;;x
secret_religious_society_shindo_desc_REAL;Followers of the shamanistic beliefs native to Korea have begun a resurgence since the Event, but still face oppression by their neighbors, especially the followers of Christ. The followers of the Spirits are still undeterred and are determined to continue their ways in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_hmongism;Devotees of Txiv Yawg;;;;;;;;;;;;;x
secret_religious_society_hmongism_desc_REAL;The Kev Dab Qhuas followers of Txiv Yawg and other deities have found their homeland ruled by tyrants such as the Red and Yellow Emperors, until Txiv Yawg liberated them and freed their homeland, earning the peoples eternal devotion. Now finding themselves underground again, the followers and those loyal to the belief of Txiv Yawg continue on practicing their faith in secret, away from the prying eyes of those who would want to emulate the Red and Yellow Emperors.;;;;;;;;;;;;;x

secret_religious_society_REAL_taoist;Taoist Faithful;;;;;;;;;;;;;x

secret_religious_society_REAL_wuxia;The Hidden Martial Artists;;;;;;;;;;;;;x
secret_religious_society_wuxia_desc_REAL;Followers of the the First Shifu, the Code of Xia and the way of the martial artist as a way to achieve enlightenment through harnessing of one's Qi have found themselves forced to continue their practices in secret. Now in hiding, they train and ready themselves for the day when they no longer have to stay hidden.;;;;;;;;;;;;;x

secret_religious_society_REAL_xianxia;The World's Strongest;;;;;;;;;;;;;x
secret_religious_society_xianxia_desc_REAL;The followers of the Xianxia are seen as wayward followers of the Wuxia who believe that to achieve enlightenment, one must practice individually and not join a sect as practiced in Wuxia. While now having to train in secret, the warrior followers of Xianxia are still renowned as some of the world's strongest warriors.;;;;;;;;;;;;;x

secret_religious_society_REAL_legalist;Champions of Civility;;;;;;;;;;;;;x
secret_religious_society_legalist_desc_REAL;The wise followers of the ancient sages and champions of governance and the Fajia philosophy have found themselves forced underground by barbaric despots. Hidden from the the gaze of their oppressors, the hidden Fajia continue to spread the teachings of those ancient sages.;;;;;;;;;;;;;x

secret_religious_society_REAL_agamatirta;Acintya's Faithful;;;;;;;;;;;;;x
secret_religious_society_agamatirta_desc_REAL;Being the last remnant of what was once dominant faith in all of Nusantra, the followers of Agama Tirta are now forced underground, where they continue their distinct form of Hinduism and veneration of Acintya.;;;;;;;;;;;;;x

secret_religious_society_REAL_amidism;Disciples of the Pure Land;;;;;;;;;;;;;x
secret_religious_society_amidism_desc_REAL;Following Amida Buddhism, or "Pure Land Buddhism", focused on the teachings of Buddha Amida, Amida Buddhists have found themselves forced undergrounds by those who reject the teachings espoused by the Amida Buddha. Those faithful to Amida Buddhism await the day where they no longer have to stay hidden.;;;;;;;;;;;;;x

secret_religious_society_REAL_thuyhoa_pagan;Guardians of Fire and Water;;;;;;;;;;;;;x
secret_religious_society_thuyhoa_pagan_desc_REAL;The Thuy Hoa faithful have found themselves besieged by other faiths for centuries now, and have now found themselves having to keep their faith hidden, and long for the day where they can emerge from hiding and return to the glory days of the elemental kings of Cham.;;;;;;;;;;;;;x

secret_religious_society_REAL_thuyhoa_pagan_reformed;Guardians of Fire and Water;;;;;;;;;;;;;x
secret_religious_society_thuyhoa_pagan_reformed_desc_REAL;The Thuy Hoa faithful have found themselves besieged by other faiths for centuries now, and have now found themselves having to keep their faith hidden, and long for the day where they can emerge from hiding and return to the glory days of the elemental kings of Cham.;;;;;;;;;;;;;x

secret_religious_society_REAL_thuyhoa_pagan_reformed;Guardians of Fire and Water;;;;;;;;;;;;;x
secret_religious_society_thuyhoa_pagan_reformed_desc_REAL;The Thuy Hoa faithful have found themselves besieged by other faiths for centuries now, and have now found themselves having to keep their faith hidden, and long for the day where they can emerge from hiding and return to the glory days of the elemental kings of Cham.;;;;;;;;;;;;;x

secret_religious_society_REAL_bungan_pagan;Messengers of Jok Apoi;;;;;;;;;;;;;x
secret_religious_society_bungan_pagan_desc_REAL;The followers of Bali Penyalong and Jok Apoi have found themselves forced underground by those who see their faiths as a subversive influence, and long for the day where they can return from hiding.;;;;;;;;;;;;;x

secret_religious_society_REAL_bungan_pagan_reformed;Messengers of Jok Apoi;;;;;;;;;;;;;x
secret_religious_society_bungan_pagan_reformed_desc_REAL;The followers of Bali Penyalong and Jok Apoi have found themselves forced underground by those who see their faiths as a subversive influence, and long for the day where they can return from hiding.;;;;;;;;;;;;;x

secret_religious_society_REAL_kaharingan_pagan;Circle of Hatalla;;;;;;;;;;;;;x
secret_religious_society_kaharingan_pagan_desc_REAL;Those faithful to the polytheistic beliefs of Kaharingan and its chief god Hatalla have found themselves forced into hiding, and now attempt to continue their practices in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_kaharingan_pagan_reformed;Circle of Hatalla;;;;;;;;;;;;;x
secret_religious_society_kaharingan_pagan_reformed_desc_REAL;Those faithful to the polytheistic beliefs of Kaharingan and its chief god Hatalla have found themselves forced into hiding, and now attempt to continue their practices in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_pancasila;Society of Great Indonesia;;;;;;;;;;;;;x
secret_religious_society_pancasila_desc_REAL;The ways of the great Maha Esa and the antediluvian teacher Sukarno now are forced to continue their beliefs underground, still striving to spread the ideology of a great Indonesia, united in peace under the benevolent Maha Esa.;;;;;;;;;;;;;x

secret_religious_society_REAL_old_hindu;True Followers of the Devas;;;;;;;;;;;;;x
secret_religious_society_old_hindu_desc_REAL;Since the Event, many teachings have come to replace the old ways of Hinduism in India, with those still believing in the old ways only holding on to the absolute fringes. Now, the remaining followers of the traditional ways of Hinduism have found themselves having to keep their faith hidden, and long for the day when India returns to the old ways.;;;;;;;;;;;;;x

secret_religious_society_REAL_mahayana;Secret Enlightenment;;;;;;;;;;;;;x
secret_religious_society_mahayana_desc_REAL;While Mahayana is the biggest school of Buddhism, with its practitioners espousing self-enlightenment through esoteric means, some of its adherents now have to practice their faith in secret, where they hope to achieve self-enlightenment regardless.;;;;;;;;;;;;;x
#########















