#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_TRIBUTARY_UPRISING_TOO_WEAK;We are too weak to rebel yet;;;;;;;;;;;;;x
IS_TRIBUTARY;Is a Tributary;;;;;;;;;;;;;x
IS_NOT_TRIBUTARY;Is NOT a Tributary;;;;;;;;;;;;;x
IS_TRIBUTARY_TYPE;Is a $TRIBUTARY_TYPE$;;;;;;;;;;;;;x
IS_TRIBUTARY_TYPE_NOT;Is NOT a $TRIBUTARY_TYPE$;;;;;;;;;;;;;x
IS_TRIBUTARY_TYPE_OF;Is a $TRIBUTARY_TYPE$ of $SUZERAIN|Y$;;;;;;;;;;;;;x
IS_TRIBUTARY_TYPE_OF_NOT;Is NOT a $TRIBUTARY_TYPE$ of $SUZERAIN|Y$;;;;;;;;;;;;;x
PIETY_FROM_TRIBUTARIES;\n$TRIBUTARIES$ (x$NUM_TRIBUTARIES|Y$): $PIETY$;;;;;;;;;;;;;x
PIETY_AS_TRIBUTARY;\n$TRIBUTE$: $PIETY$;;;;;;;;;;;;;x
PRESTIGE_FROM_TRIBUTARIES;\n$TRIBUTARIES$ (x$NUM_TRIBUTARIES|Y$): $PRESTIGE$;;;;;;;;;;;;;x
PRESTIGE_AS_TRIBUTARY;\n$TRIBUTE$: $PRESTIGE$;;;;;;;;;;;;;x
TRIBUTARY_DEFAULT_TRIBUTE;Tribute;;;;;;;;;;;;;x
MODIFIER_LEVY_REINFORCEMENT_TO_SUZERAIN;To Suzerain;;;;;;;;;;;;;x
MODIFIER_LEVY_REINFORCEMENT_FROM_TRIBUTARIES;From Tributaries;;;;;;;;;;;;;x
DESTROY_ARTIFACT_BUTTON;§YDestroy [From.GetName]§!;;;;;;;;;;;;;x
destroy_artifact_desc;§Y[From.GetName]§! is §Rdestroyed§! and §Yremoved§! from §Y[This.GetBestName]§!'s §YTreasury§!.;;;;;;;;;;;;;x
ARTIFACT_DESTRUCTION_CONFIRMATION;Are you sure you want to §Rdestroy§! §Y[From.GetName]§!? It will be forever lost, and removed from §Y[This.GetBestName]§!'s §YTreasury§!;;;;;;;;;;;;;x
DUPLICATE_ARTIFACT_DESTROYED_SETUP;Duplicate artifact destroyed;;;;;;;;;;;;;x
DUPLICATE_ARTIFACT_DESTROYED_LOG;The new $ARTIFACT|Y$ $CHARACTER|Y$ received was destroyed because they already had one.;;;;;;;;;;;;;x
NEW_ARTIFACT_RECEIVED_SETUP;New artifact received;;;;;;;;;;;;;x
INHERITANCE_LOST_ARTIFACTS_SETUP;Artifact destroyed during inheritance;;;;;;;;;;;;;x
INHERITANCE_LOST_ARTIFACTS_MULTIPLE_SETUP;Multiple artifacts destroyed during inheritance;;;;;;;;;;;;;x
INHERITANCE_LOST_ARTIFACTS_MULTIPLE_LOG;During the transfer of power, $CHARACTER$ lost their $ARTIFACT$ and others\nFull List: $FULL_LIST$;;;;;;;;;;;;;x
CB_NAME_RELIGIOUS_MINOR;Minor Holy War for [Title.GetBaseName];;;;;;;;;;;;;x
mountain_ambush_tactic;Mountain Ambush Tactic;;;;;;;;;;;;;x
improved_mountain_ambush_tactic;Improved Mountain Ambush Tactic;;;;;;;;;;;;;x
ca_culture_tibetan_1;Ghourka Academy;;;;;;;;;;;;;x
ca_culture_tibetan_2;Ghourka Academy;;;;;;;;;;;;;x
ca_culture_tibetan_3;Ghourka Academy;;;;;;;;;;;;;x
ca_culture_tibetan_4;Ghourka Academy;;;;;;;;;;;;;x
emperor_nepali;Samrata;;;;;;;;;;;;;x
emperor_female_nepali;Maharani;;;;;;;;;;;;;x
king_nepali;Raja;;;;;;;;;;;;;x
king_female_nepali;Rani;;;;;;;;;;;;;x
count_nepali;Pramukha;;;;;;;;;;;;;x
duke_nepali;Prabhu;;;;;;;;;;;;;x
duke_female_nepali;Mahila;;;;;;;;;;;;;x
emperor_bodpa;Tsenpo;;;;;;;;;;;;;x
king_bodpa;Gyalpo;;;;;;;;;;;;;x
king_female_bodpa;Gyelmo;;;;;;;;;;;;;x
count_bodpa;Ngapo;;;;;;;;;;;;;x
count_female_bodpa;Ngamo;;;;;;;;;;;;;x
job_chancellor_bodpa;Lönchen;;;;;;;;;;;;;x
job_spiritual_bodpa;Banchenpo;;;;;;;;;;;;;x
job_treasurer_bodpa;Gnyer;;;;;;;;;;;;;x
job_chancellor_tangut;Lönchen;;;;;;;;;;;;;x
job_spiritual_tangut;Banchenpo;;;;;;;;;;;;;x
job_treasurer_tangut;Gnyer;;;;;;;;;;;;;x
world_himalayas;Himalayas;;;;;;;;;;;;;x
world_siberia;Siberia;;;;;;;;;;;;;x
tangut;Tangut;;;;;;;;;;;;;x
bodpa;Bödpa;;;;;;;;;;;;;x
nepali;Nepali;;;;;;;;;;;;;x
tibetan_group;Tibetic;;;;;;;;;;;x
PROV1351;Nagchu;Nagchu;Nagchu;;Nagchu;;;;;;;;;x
PROV1464;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;x
PROV1465;Tashkurgan;Tashkurgan;Tashkurgan;;Tashkurgan;;;;;;;;;x
PROV1466;Skardu;Skardu;Skardu;;Skardu;;;;;;;;;x
PROV1467;Diskit;Diskit;Diskit;;Diskit;;;;;;;;;x
PROV1468;Leh;Leh;Leh;;Leh;;;;;;;;;x
PROV1469;Kangra;Kangra;Kangra;;Kangra;;;;;;;;;x
PROV1470;Garhwal;Garhwal;Baroda;;Garhwal;;;;;;;;;x
PROV1471;Kurmanchal;Kurmanchal;Kurmanchal;;Kurmanchal;;;;;;;;;x
PROV1472;Jumla;Jumla;Jumla;;Jumla;;;;;;;;;x
PROV1473;Doti;Doti;Doti;;Doti;;;;;;;;;x
PROV1474;Lumbini;Lumbini;Lumbini;;Lumbini;;;;;;;;;x
PROV1475;Pokhara;Pokhara;Pokhara;;Pokhara;;;;;;;;;x
PROV1476;Mangyul;Mangyul;Mangyul;;Mangyul;;;;;;;;;x
PROV1477;Janakpur;Janakpur;Janakpur;;Janakpur;;;;;;;;;x
PROV1478;Kathmandu;Kathmandu;Kathmandu;;Katmandú;;;;;;;;;x
PROV1479;Limbuwan;Limbuwan;Limbuwan;;Limbuwan;;;;;;;;;x
PROV1480;Sikkim;Sikkim;Sikkim;;Sikkim;;;;;;;;;x
PROV1481;Paro;Paro;Paro;;Paro;;;;;;;;;x
PROV1482;Bumthang;Bumthang;Bumthang;;Bumthang;;;;;;;;;x
PROV1483;Monyul;Monyul;Monyul;;Monyul;;;;;;;;;x
PROV1484;Lhoyu;Lhoyu;Lhoyu;;Lhoyu;;;;;;;;;x
PROV1485;Rutog;Rutog;Rutog;;Rutog;;;;;;;;;x
PROV1486;Tsaparang;Tsaparang;Tsaparang;;Tsaparang;;;;;;;;;x
PROV1487;Gar;Gar;Gar;;Gar;;;;;;;;;x
PROV1488;Pangong;Pangong;Pangong;;Pangong;;;;;;;;;x
PROV1489;Kunlun;Kunlun;Kunlun;;Kunlun;;;;;;;;;x
PROV1490;Kyunglung;Kyunglung;Kyunglung;;Kyunglung;;;;;;;;;x
PROV1491;Purang;Purang;Purang;;Purang;;;;;;;;;x
PROV1492;Sakya;Sakya;Sakya;;Sakya;;;;;;;;;x
PROV1493;Coqen;Coqen;Coqen;;Coqen;;;;;;;;;x
PROV1494;Gerze;Gerze;Gerze;;Gerze;;;;;;;;;x
PROV1495;Samtho;Samtho;Samtho;;Samtho;;;;;;;;;x
PROV1496;Taktse;Taktse;Taktse;;Taktse;;;;;;;;;x
PROV1497;Gyantse;Gyantse;Gyantse;;Gyantse;;;;;;;;;x
PROV1498;Lhasa;Lhasa;Lhasa;;Lhasa;;;;;;;;;x
PROV1499;Shigatse;Shigatse;Shigatse;;Shigatse;;;;;;;;;x
PROV1500;Nyingchi;Nyingchi;Nyingchi;;Nyingchi;;;;;;;;;x
PROV1501;Nagormo;Nagormo;Nagormo;;Nagormo;;;;;;;;;x
PROV1502;Fuqi;Fuqi;Fuqi;;Fuqi;;;;;;;;;x
PROV1503;Nangqen;Nangqen;Nangqen;;Nangqen;;;;;;;;;x
PROV1504;Lingtsang;Lingtsang;Lingtsang;;Lingtsang;;;;;;;;;x
PROV1505;Markam;Markam;Markam;;Markam;;;;;;;;;x
PROV1506;Dege;Dege;Dege;;Dege;;;;;;;;;x
PROV1507;Nyima;Nyima;Nyima;;Nyima;;;;;;;;;x
PROV1508;Qamdo;Qamdo;Qamdo;;Qamdo;;;;;;;;;x
PROV1511;Pamir;Pamir;Pamir;;Pamir;;;;;;;;;x
d_trigarta;Trigarta;Trigarta;Trigarta;;Trigarta;;;;;;;;;x
d_trigarta_adj;Trigartan;trigartan;Trigartisch;;trigartano;;;;;;;;;x
b_daroot_korgon;Daroot-Korgon;Daroot-Korgon;Daroot-Korgon;;Daroot-Korgon;;;;;;;;;x
b_kala_panja;Kala Panja;Kala Panja;Qala Panja;;Kala Panja;;;;;;;;;x
b_vanj;Vanj;Vanj;Vanj;;Vanj;;;;;;;;;x
b_kardung;Kardung;Kardung;Kardung;;Kardung;;;;;;;;;x
b_kailash;Kailash;Kailash;Kailash;;Kailash;;;;;;;;;x
b_khandud;Khandud;Khandud;Khandud;;Khandud;;;;;;;;;x
b_khorugh;Khorugh;Khorugh;Khorugh;;Khorugh;;;;;;;;;x
b_darmadar;Darmadar;Darmadar;Darmadar;;Darmadar;;;;;;;;;x
c_pamir;Pamir;Pamir;Pamir;;Pamir;;;;;;;;;x
c_pamir_adj;Pamiran;pamirienne;Pamiran;;pamirano;;;;;;;;;x
e_tibet;Tibet;Tibet;Tibet;;Tíbet;;;;;;;;;x
e_tibet_adj;Tibetan;tibétaine;Tibetisch;;tibetano;;;;;;;;;x
k_yarlung_adj;Yarlungi;yarlungi;Yarlungisch;;yarlungo;;;;;;;;;x
d_lhasa;Lhasa;Lhasa;Lhasa;;Lhasa;;;;;;;;;x
d_lhasa_adj;Lhasan;Lhasan;Lhasan;;Lhasan;;;;;;;;;x
c_lhasa;Lhasa;Lhassa;Lhasa;;Lhasa;;;;;;;;;x
c_lhasa_adj;Lhasan;lhassa;Lhasaisch;;lhasano;;;;;;;;;x
c_gyantse;Gyantse;Gyantse;Gyantse;;Gyantse;;;;;;;;;x
c_gyantse_adj;Gyantse;gyantse;Gyantsisch;;gyantsés;;;;;;;;;x
c_shigatse;Shigatse;Shigatse;Shigatse;;Shigatse;;;;;;;;;x
c_shigatse_adj;Shigatse;shigatse;Shigatsisch;;shigatsés;;;;;;;;;x
c_taktse;Taktse;Taktse;Taktse;;Taktse;;;;;;;;;x
c_taktse_adj;Taktse;taktse;Taktsisch;;taktsés;;;;;;;;;x
d_bhutan;Bhutan;Bhoutan;Bhutan;;Bután;;;;;;;;;x
d_bhutan_adj;Bhutanese;bhoutanaise;Bhutanesisch;;butanés;;;;;;;;;x
c_bumthang;Bumthang;Bumthang;Bumthang;;Bumthang;;;;;;;;;x
c_bumthang_adj;Bumthangese;bumthang;Bumthangisch;;bumthangano;;;;;;;;;x
c_paro;Paro;Paro;Paro;;Paro;;;;;;;;;x
c_paro_adj;Paroi;paro;Paroisch;;paroi;;;;;;;;;x
c_sikkim;Sikkim;Sikkim;Sikkim;;Sikkim;;;;;;;;;x
c_sikkim_adj;Sikkimese;sikkim;Sikkimisch;;sikkimés;;;;;;;;;x
d_sumparu;Sumparu;Sumparu;Sumparu;;Sumparu;;;;;;;;;x
d_sumparu_adj;Sumpari;sumparu;Sumparisch;;sumparí;;;;;;;;;x
c_samtho;Samtho;Samtho;Samtho;;Samtho;;;;;;;;;x
c_samtho_adj;Samtho;samtho;Samthisch;;samthano;;;;;;;;;x
c_nagchu;Nagchu;Nagchu;Nagchu;;Nagchu;;;;;;;;;x
c_nagchu_adj;Nagchu;nagchu;Nagchuisch;;nanghú;;;;;;;;;x
c_nyima;Nyima;Nyima;Nyima;;Nyima;;;;;;;;;x
c_nyima_adj;Nyimese;nyima;Nyimaisch;;nyimano;;;;;;;;;x
c_gerze;Gerze;Gerze;Gerze;;Gerze;;;;;;;;;x
c_gerze_adj;Gerze;gerze;Gerzisch;;gerzés;;;;;;;;;x
k_guge;Guge;Gugé;Guge;;Guge;;;;;;;;;x
k_guge_adj;Gugese;gugée;Gugisch;;gugués;;;;;;;;;x
d_ngari;Ngari;Ngari;Ngari;;Ngari;;;;;;;;;x
d_ngari_adj;Ngari;ngari;Ngarisch;;ngarí;;;;;;;;;x
c_tsaparang;Tsaparang;Tsaparang;Tsaparang;;Tsaparang;;;;;;;;;x
c_tsaparang_adj;Tsaparangi;tsaparang;Tsaparangisch;;tsaparangano;;;;;;;;;x
c_gar;Gar;Gar;Gar;;Gar;;;;;;;;;x
c_gar_adj;Gari;gari;Garisch;;garí;;;;;;;;;x
c_rutog;Rutog;Rutog;Rutog;;Rutog;;;;;;;;;x
c_rutog_adj;Rutogi;rutog;Rutogisch;;rutogí;;;;;;;;;x
c_kunlun;Kunlun;Kunlun;Kunlun;;Kunlun;;;;;;;;;x
c_kunlun_adj;Kunlun;kunlun;Kunlunisch;;kunlunés;;;;;;;;;x
d_purang;Purang;Purang;Purang;;Purang;;;;;;;;;x
d_purang_adj;Purang;purang;Purangisch;;purangano;;;;;;;;;x
c_kyunglung;Kyunglung;Kyunglung;Kyunglung;;Kyunglung;;;;;;;;;x
c_kyunglung_adj;Kyunglungi;kyunglung;Kyunglungisch;;kyunglungano;;;;;;;;;x
c_purang;Purang;Purang;Purang;;Purang;;;;;;;;;x
c_purang_adj;Purangi;purang;Purangisch;;purangués;;;;;;;;;x
c_coqen;Coqen;Coqen;Coqen;;Coqen;;;;;;;;;x
c_coqen_adj;Coqeni;coqen;Coqenisch;;coqení;;;;;;;;;x
c_mangyul;Mangyul;Mangyul;Mangyul;;Mangyul;;;;;;;;;x
c_mangyul_adj;Mangyuli;mangyul;Mangyulisch;;mangyulés;;;;;;;;;x
c_sakya;Sakya;Sakya;Sakya;;Sakya;;;;;;;;;x
c_sakya_adj;Sakyan;sakya;Sakyanisch;;sakyano;;;;;;;;;x
d_ladakh;Ladakh;Ladakh;Ladakh;;Ladakh;;;;;;;;;x
d_ladakh_adj;Ladakhi;ladakh;Ladakhisch;;ladajano;;;;;;;;;x
c_leh;Leh;Leh;Leh;;Leh;;;;;;;;;x
c_leh_adj;Leh;leh;Lehisch;;leés;;;;;;;;;x
c_diskit;Diskit;Diskit;Diskit;;Diskit;;;;;;;;;x
c_diskit_adj;Diskit;diskit;Diskitisch;;diskito;;;;;;;;;x
c_pangong;Pangong;Pangong;Pangong;;Pangong;;;;;;;;;x
c_pangong_adj;Pangongi;pangong;Pangongisch;;pangongo;;;;;;;;;x
k_dege;Dege;Dege;Dege;;Dege;;;;;;;;;x
k_dege_adj;Degan;dege;Deganisch;;degués;;;;;;;;;x
d_kham;Kham;Kham;Kham;;Kham;;;;;;;;;x
d_kham_adj;Kham;kham;Khamisch;;khamano;;;;;;;;;x
c_dege;Dege;Dege;Dege;;Dege;;;;;;;;;x
c_dege_adj;Degan;dege;Deganisch;;degués;;;;;;;;;x
c_nyingchi;Nyingchi;Nyingchi;Nyingchi;;Nyingchi;;;;;;;;;x
c_nyingchi_adj;Nyingchi;nyingchi;Nyingchisch;;nyingchí;;;;;;;;;x
c_qamdo;Qamdo;Qamdo;Qamdo;;Qamdo;;;;;;;;;x
c_qamdo_adj;Qamdo;qamdo;Qamdisch;;qamdano;;;;;;;;;x
c_markam;Markam;Markam;Markam;;Markam;;;;;;;;;x
c_markam_adj;Markamese;markam;Markamseisch;;markamano;;;;;;;;;x
d_qinghai;Qinghai;Qinghai;Qinghai;;Qinghai;;;;;;;;;x
d_qinghai_adj;Qinghai;qinghai;Qinghaiisch;;qinghaí;;;;;;;;;x
c_fuqi;Fuqi;Fuqi;Fuqi;;Fuqi;;;;;;;;;x
c_fuqi_adj;Fuqi;fuqi;Fuqisch;;fuqiés;;;;;;;;;x
c_jyekundo;Jyekundo;Jyekundo;Jyekundo;;Jyekundo;;;;;;;;;x
c_jyekundo_adj;Jyekundan;jyekundo;Jyekundanisch;;jyekundano;;;;;;;;;x
c_maqen;Maqen;Maqen;Maqen;;Maqen;;;;;;;;;x
c_maqen_adj;Maqeni;maqen;Maqenisch;;maqení;;;;;;;;;x
c_nagormo;Nagormo;Nagormo;Nagormo;;Nagormo;;;;;;;;;x
c_nagormo_adj;Nagorman;nagormo;Nagormanisch;;nagormano;;;;;;;;;x
k_nepal;Nepal;Népal;Nepal;;Nepal;;;;;;;;;x
k_nepal_adj;Nepalese;népalaise;Nepalesisch;;nepalí;;;;;;;;;x
d_kathmandu;Kathmandu;Katmandou;Kathmandu;;Katmandú;;;;;;;;;x
d_kathmandu_adj;Kathmanduan;katmandoue;Kathmandunisch;;katmandú;;;;;;;;;x
c_kathmandu;Kathmandu;Katmandou;Kathmandu;;Katmandú;;;;;;;;;x
c_kathmandu_adj;Kathmanduan;katmandoue;Kathmandunisch;;katmandú;;;;;;;;;x
c_janakpur;Janakpur;Janakpur;Janakpur;;Janakpur;;;;;;;;;x
c_janakpur_adj;Janakpuran;janakpur;Janakpurisch;;janakpurano;;;;;;;;;x
c_limbuwan;Limbuwan;Limbuwan;Limbuwan;;Limbuwan;;;;;;;;;x
c_limbuwan_adj;Limbuwani;limbuwan;Limbuwanisch;;lumbuwano;;;;;;;;;x
d_gorkha;Gorkha;Gorkha;Gorkha;;Gorkha;;;;;;;;;x
d_gorkha_adj;Gorkhan;gorkha;Gorkhanisch;;gorkhano;;;;;;;;;x
c_pokhara;Pokhara;Pokhara;Pokhara;;Pokhara;;;;;;;;;x
c_pokhara_adj;Pokharan;pokhara;Pokharanisch;;pokharano;;;;;;;;;x
c_jumla;Jumla;Jumla;Jumla;;Jumla;;;;;;;;;x
c_jumla_adj;Jumlan;jumla;Jumlanisch;;jumlano;;;;;;;;;x
c_doti;Doti;Doti;Doti;;Doti;;;;;;;;;x
c_doti_adj;Doti;doti;Dotisch;;dotí;;;;;;;;;x
c_lumbini;Lumbini;Lumbini;Lumbini;;Lumbini;;;;;;;;;x
c_lumbini_adj;Lumbini;lumbini;Lumbinisch;;lumbiní;;;;;;;;;x
k_kashmir;Kashmir;Kashmir;Kashmir;;Cachemira;;;;;;;;;x
k_kashmir_adj;Kashmiran;kashmira;Kashmiranisch;;cachemir;;;;;;;;;x
d_kashmir;Kashmir;Kashmir;Kashmir;;Cachemira;;;;;;;;;x
d_kashmir_adj;Kashmiran;kashmira;Kashmiranisch;;cachemir;;;;;;;;;x
d_pamir;Pamir;Pamir;Pamir;;Pamir;;;;;;;;;x
d_pamir_adj;Pamiran;pamir;Pamiranisch;;pamirano;;;;;;;;;x
c_gilgit;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;x
c_gilgit_adj;Gilgitan;gilgit;Gilgitisch;;gilgitano;;;;;;;;;x
c_tashkurgan;Tashkurgan;Tashkurgan;Tashkurgan;;Tashkurgan;;;;;;;;;x
c_tashkurgan_adj;Tashkurgan;tashkurgan;Tashkurganisch;;tashkurgano;;;;;;;;;x
c_skardu;Skardu;Skardu;Skardu;;Skardu;;;;;;;;;x
c_skardu_adj;Skardui;skardu;Skarduisch;;skaduano;;;;;;;;;x
d_uttaranchal;Uttaranchal;Uttaranchal;Uttaranchal;;Uttaranchal;;;;;;;;;x
d_uttaranchal_adj;Uttaranchan;uttaranchal;Uttaranchanisch;;uttaranchalo;;;;;;;;;x
c_kangra;Kangra;Kangra;Kangra;;Kangra;;;;;;;;;x
c_kangra_adj;Kangran;kangra;Kangranisch;;kangrano;;;;;;;;;x
c_garhwal;Garhwal;Garhwal;Garhwal;;Garhwal;;;;;;;;;x
c_garhwal_adj;Garhwali;garhwal;Garhwalisch;;garhwalí;;;;;;;;;x
c_kurmanchal;Kurmanchal;Kurmanchal;Kurmanchal;;Kurmanchal;;;;;;;;;x
c_kurmanchal_adj;Kurmanchali;kurmanchal;Kurmanchalisch;;kurmanchalí;;;;;;;;;x
b_katarmal;Katarmal;Katarmal;Katarmal;;Katarmal;;;;;;;;;x
b_askot_kurmanchal;Askot;Askot;Askot;;Askot;;;;;;;;;x
b_govishana;Govishana;Govishana;Govishana;;Govishana;;;;;;;;;x
b_ranikhet;Ranikhet;Ranikhet;Ranikhet;;Ranikhet;;;;;;;;;x
b_didihat;Didihat;Didihat;Didihat;;Didihat;;;;;;;;;x
b_champawat;Champawat;Champawat;Champawat;;Champawat;;;;;;;;;x
b_devalghar;Devalghar;Devalghar;Devalghar;;Devalghar;;;;;;;;;x
b_badrinath;Badrinath;Badrinath;Badrinath;;Badrinath;;;;;;;;;x
b_srinagar;Srinagar;Srinagar;Srinagar;;Srinagar;;;;;;;;;x
b_tehri;Tehri;Tehri;Tehri;;Tehri;;;;;;;;;x
b_uttarkashi;Uttarkashi;Uttarkashi;Uttarkashi;;Uttarkashi;;;;;;;;;x
b_sudhnagar;Sudhnagar;Sudhnagar;Sudhnagar;;Sudhnagar;;;;;;;;;x
b_haridwar;Haridwar;Haridwar;Haridwar;;Haridwar;;;;;;;;;x
b_shimla;Shimla;Shimla;Shimla;;Shimla;;;;;;;;;x
b_nurpur;Nurpur;Nurpur;Nurpur;;Nurpur;;;;;;;;;x
b_chamba;Chamba;Chamba;Chamba;;Chamba;;;;;;;;;x
b_bharmour;Bharmour;Bharmour;Bharmour;;Bharmour;;;;;;;;;x
b_kullu;Kullu;Kullu;Kullu;;Kullu;;;;;;;;;x
b_skardu;Skardu;Skardu;Skardu;;Skardu;;;;;;;;;x
b_huldi;Huldi;Huldi;Huldi;;Huldi;;;;;;;;;x
b_madhupur_skardu;Madhupur;Madhupur;Madhupur;;Madhupur;;;;;;;;;x
b_kharkoo;Kharkoo;Kharkoo;Kharkoo;;Kharkoo;;;;;;;;;x
b_khaplu;Khaplu;Khaplu;Khaplu;;Khaplu;;;;;;;;;x
b_hilmat;Hilmat;Hilmat;Hilmat;;Hilmat;;;;;;;;;x
b_janwai;Janwai;Janwai;Janwai;;Janwai;;;;;;;;;x
b_jianggala;Jianggala;Jianggala;Jianggala;;Jianggala;;;;;;;;;x
b_hangdi;Hangdi;Hangdi;Hangdi;;Hangdi;;;;;;;;;x
b_kaladong;Kaladong;Kaladong;Kaladong;;Kaladong;;;;;;;;;x
b_zankan;Zankan;Zankan;Zankan;;Zankan;;;;;;;;;x
b_qiate;Qiate;Qiate;Qiate;;Qiate;;;;;;;;;x
b_bulongke;Bulongke;Bulongke;Bulongke;;Bulongke;;;;;;;;;x
b_gilgit;Gilgit;Gilgit;Gilgit;;Gilgit;;;;;;;;;x
b_danyor;Danyor;Danyor;Danyor;;Danyor;;;;;;;;;x
b_chitral;Chitral;Chitral;Chitral;;Chitral;;;;;;;;;x
b_minawar;Minawar;Minawar;Minawar;;Minawar;;;;;;;;;x
b_pahot;Pahot;Pahot;Pahot;;Pahot;;;;;;;;;x
b_chatorkhand;Chatorkhand;Chatorkhand;Chatorkhand;;Chatorkhand;;;;;;;;;x
b_barjangle;Barjangle;Barjangle;Barjangle;;Barjangle;;;;;;;;;x
b_bhairahawa;Bhairahawa;Bhairahawa;Bhairahawa;;Bhairahawa;;;;;;;;;x
b_sandhikharka;Sandhikharka;Sandhikharka;Sandhikharka;;Sandhikharka;;;;;;;;;x
b_taulihawa;Taulihawa;Taulihawa;Taulihawa;;Taulihawa;;;;;;;;;x
b_nigrodharama;Nigrodharama;Nigrodharama;Nigrodharama;;Nigrodharama;;;;;;;;;x
b_tulsipur;Tulsipur;Tulsipur;Tulsipur;;Tulsipur;;;;;;;;;x
b_musikot;Musikot;Musikot;Musikot;;Musikot;;;;;;;;;x
b_dullu;Dullu;Dullu;Dullu;;Dullu;;;;;;;;;x
b_dailekh;Dailekh;Dailekh;Dailekh;;Dailekh;;;;;;;;;x
b_gularia;Gularia;Gularia;Gularia;;Gularia;;;;;;;;;x
b_mahendranagar;Mahendranagar;Mahendranagar;Mahendranagar;;Mahendranagar;;;;;;;;;x
b_dadeldhura;Dadeldhura;Dadeldhura;Dadeldhura;;Dadeldhura;;;;;;;;;x
b_dhamboji;Dhamboji;Dhamboji;Dhamboji;;Dhamboji;;;;;;;;;x
b_khalanga;Khalanga;Khalanga;Khalanga;;Khalanga;;;;;;;;;x
b_jumla;Jumla;Jumla;Jumla;;Jumla;;;;;;;;;x
b_simikot;Simikot;Simikot;Simikot;;Simikot;;;;;;;;;x
b_chainpur;Chainpur;Chainpur;Chainpur;;Chainpur;;;;;;;;;x
b_dunai;Dunai;Dunai;Dunai;;Dunai;;;;;;;;;x
b_manma;Manma;Manma;Manma;;Manma;;;;;;;;;x
b_gamgadhi;Gamgadhi;Gamgadhi;Gamgadhi;;Gamgadhi;;;;;;;;;x
b_martadi;Martadi;Martadi;Martadi;;Martadi;;;;;;;;;x
b_pokhara;Pokhara;Pokhara;Pokhara;;Pokhara;;;;;;;;;x
b_marpha;Marpha;Marpha;Marpha;;Marpha;;;;;;;;;x
b_muktinath;Muktinath;Muktinath;Muktinath;;Muktinath;;;;;;;;;x
b_prithbinarayan;Prithbinarayan;Prithbinarayan;Prithbinarayan;;Prithbinarayan;;;;;;;;;x
b_butwal;Butwal;Butwal;Butwal;;Butwal;;;;;;;;;x
b_chame;Chame;Chame;Chame;;Chame;;;;;;;;;x
b_besisahar;Besisahar;Besisahar;Besisahar;;Besisahar;;;;;;;;;x
b_taplejung;Taplejung;Taplejung;Taplejung;;Taplejung;;;;;;;;;x
b_tambar;Tambar;Tambar;Tambar;;Tambar;;;;;;;;;x
b_gograha;Gograha;Gograha;Gograha;;Gograha;;;;;;;;;x
b_dhankuta;Dhankuta;Dhankuta;Dhankuta;;Dhankuta;;;;;;;;;x
b_myanglung;Myanglung;Myanglung;Myanglung;;Myanglung;;;;;;;;;x
b_ilam_limbuwan;Ilam;Ilam;Ilam;;Ilam;;;;;;;;;x
b_morong;Morong;Morong;Morong;;Morong;;;;;;;;;x
b_janakpur;Janakpur;Janakpur;Janakpur;;Janakpur;;;;;;;;;x
b_kamalamai;Kamalamai;Kamalamai;Kamalamai;;Kamalamai;;;;;;;;;x
b_birgunj;Birgunj;Birgunj;Birgunj;;Birgunj;;;;;;;;;x
b_bharatpur;Bharatpur;Bharatpur;Bharatpur;;Bharatpur;;;;;;;;;x
b_devghat;Devghat;Devghat;Devghat;;Devghat;;;;;;;;;x
b_hetauda;Hetauda;Hetauda;Hetauda;;Hetauda;;;;;;;;;x
b_kalaiya;Kalaiya;Kalaiya;Kalaiya;;Kalaiya;;;;;;;;;x
b_bhaktapur;Bhaktapur;Bhaktapur;Bhaktapur;;Bhaktapur;;;;;;;;;x
b_lalitpur;Lalitpur;Lalitpur;Lalitpur;;Lalitpur;;;;;;;;;x
b_patan_yala;Patan Yala;Patan Yala;Patan Yala;;Patan Yala;;;;;;;;;x
b_kirtipur;Kirtipur;Kirtipur;Kirtipur;;Kirtipur;;;;;;;;;x
b_pashupatinath;Pashupatinath;Pashupatinath;Pashupatinath;;Pashupatinath;;;;;;;;;x
b_nagarkot;Nagarkot;Nagarkot;Nagarkot;;Nagarkot;;;;;;;;;x
b_golmud;Golmud;Golmud;Golmud;;Golmud;;;;;;;;;x
b_lenghu;Lenghu;Lenghu;Lenghu;;Lenghu;;;;;;;;;x
b_mangnai;Mangnai;Mangnai;Mangnai;;Mangnai;;;;;;;;;x
b_qaidam;Qaidam;Qaidam;Qaidam;;Qaidam;;;;;;;;;x
b_qarham;Qarham;Qarham;Qarham;;Qarham;;;;;;;;;x
b_qingshui;Qingshui;Qingshui;Qingshui;;Qingshui;;;;;;;;;x
b_xinle;Xinle;Xinle;Xinle;;Xinle;;;;;;;;;x
b_maqen;Maqen;Maqen;Maqen;;Maqen;;;;;;;;;x
b_yegainnyin;Yegainnyin;Yegainnyin;Yegainnyin;;Yegainnyin;;;;;;;;;x
