jacobin_barony_of_griko;Póli tou ;;;;;;;;;x
jacobin_county_of_griko;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_griko;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_griko;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_griko;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_griko;Antiprósopos;;;;;;;;;x
jacobin_city_count_griko;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_griko;Diefthyntís;;;;;;;;;x
jacobin_city_king_griko;Próedros;;;;;;;;;x
jacobin_city_emperor_griko;Próedros;;;;;;;;;x
jacobin_city_baron_female_griko;Antiprósopos;;;;;;;;;x
jacobin_city_count_female_griko;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_female_griko;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_griko;Próedros;;;;;;;;;x
jacobin_city_emperor_female_griko;Próedros;;;;;;;;;x
jacobin_city_barony_of_griko;Póli tou ;;;;;;;;;x
jacobin_city_county_of_griko;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_griko;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_griko;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_griko;Synomospondía tou ;;;;;;;;;x

jacobin_baron_yoonaanee;Antiprósopa;;;;;;;;;x
jacobin_count_yoonaanee;Sýmvoula;;;;;;;;;x
jacobin_duke_yoonaanee;Diefthyntís;;;;;;;;;x
jacobin_king_yoonaanee;Próedra;;;;;;;;;x
jacobin_emperor_yoonaanee;Próedra;;;;;;;;;x
jacobin_baron_female_yoonaanee;Antiprósopa;;;;;;;;;x
jacobin_count_female_yoonaanee;Sýmvoula;;;;;;;;;x
jacobin_duke_female_yoonaanee;Diefthýntria;;;;;;;;;x
jacobin_king_female_yoonaanee;Próedra;;;;;;;;;x
jacobin_emperor_female_yoonaanee;Próedra;;;;;;;;;x
jacobin_barony_of_yoonaanee;Póli tou ;;;;;;;;;x
jacobin_county_of_yoonaanee;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_yoonaanee;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_yoonaanee;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_yoonaanee;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_yoonaanee;Antiprósopa;;;;;;;;;x
jacobin_city_count_yoonaanee;Sýmvoula;;;;;;;;;x
jacobin_city_duke_yoonaanee;Diefthyntís;;;;;;;;;x
jacobin_city_king_yoonaanee;Próedra;;;;;;;;;x
jacobin_city_emperor_yoonaanee;Próedra;;;;;;;;;x
jacobin_city_baron_female_yoonaanee;Antiprósopa;;;;;;;;;x
jacobin_city_count_female_yoonaanee;Sýmvoula;;;;;;;;;x
jacobin_city_duke_female_yoonaanee;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_yoonaanee;Próedra;;;;;;;;;x
jacobin_city_emperor_female_yoonaanee;Próedra;;;;;;;;;x
jacobin_city_barony_of_yoonaanee;Póli tou ;;;;;;;;;x
jacobin_city_county_of_yoonaanee;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_yoonaanee;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_yoonaanee;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_yoonaanee;Synomospondía tou ;;;;;;;;;x

jacobin_baron_macedonian;Antiprósopos;;;;;;;;;x
jacobin_count_macedonian;Sýmvoulos;;;;;;;;;x
jacobin_duke_macedonian;Diefthyntís;;;;;;;;;x
jacobin_king_macedonian;Próedros;;;;;;;;;x
jacobin_emperor_macedonian;Próedros;;;;;;;;;x
jacobin_baron_female_macedonian;Antiprósopos;;;;;;;;;x
jacobin_count_female_macedonian;Sýmvoulos;;;;;;;;;x
jacobin_duke_female_macedonian;Diefthýntria;;;;;;;;;x
jacobin_king_female_macedonian;Próedros;;;;;;;;;x
jacobin_emperor_female_macedonian;Próedros;;;;;;;;;x
jacobin_barony_of_macedonian;Póli tou ;;;;;;;;;x
jacobin_county_of_macedonian;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_macedonian;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_macedonian;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_macedonian;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_macedonian;Antiprósopos;;;;;;;;;x
jacobin_city_count_macedonian;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_macedonian;Diefthyntís;;;;;;;;;x
jacobin_city_king_macedonian;Próedros;;;;;;;;;x
jacobin_city_emperor_macedonian;Próedros;;;;;;;;;x
jacobin_city_baron_female_macedonian;Antiprósopos;;;;;;;;;x
jacobin_city_count_female_macedonian;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_female_macedonian;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_macedonian;Próedros;;;;;;;;;x
jacobin_city_emperor_female_macedonian;Próedros;;;;;;;;;x
jacobin_city_barony_of_macedonian;Póli tou ;;;;;;;;;x
jacobin_city_county_of_macedonian;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_macedonian;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_macedonian;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_macedonian;Synomospondía tou ;;;;;;;;;x

jacobin_baron_atlantian;Antiprósopos;;;;;;;;;x
jacobin_count_atlantian;Sýmvoulos;;;;;;;;;x
jacobin_duke_atlantian;Diefthyntís;;;;;;;;;x
jacobin_king_atlantian;Próedros;;;;;;;;;x
jacobin_emperor_atlantian;Próedros;;;;;;;;;x
jacobin_baron_female_atlantian;Antiprósopos;;;;;;;;;x
jacobin_count_female_atlantian;Sýmvoulos;;;;;;;;;x
jacobin_duke_female_atlantian;Diefthýntria;;;;;;;;;x
jacobin_king_female_atlantian;Próedros;;;;;;;;;x
jacobin_emperor_female_atlantian;Próedros;;;;;;;;;x
jacobin_barony_of_atlantian;Póli tou ;;;;;;;;;x
jacobin_county_of_atlantian;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_atlantian;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_atlantian;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_atlantian;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_atlantian;Antiprósopos;;;;;;;;;x
jacobin_city_count_atlantian;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_atlantian;Diefthyntís;;;;;;;;;x
jacobin_city_king_atlantian;Próedros;;;;;;;;;x
jacobin_city_emperor_atlantian;Próedros;;;;;;;;;x
jacobin_city_baron_female_atlantian;Antiprósopos;;;;;;;;;x
jacobin_city_count_female_atlantian;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_female_atlantian;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_atlantian;Próedros;;;;;;;;;x
jacobin_city_emperor_female_atlantian;Próedros;;;;;;;;;x
jacobin_city_barony_of_atlantian;Póli tou ;;;;;;;;;x
jacobin_city_county_of_atlantian;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_atlantian;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_atlantian;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_atlantian;Synomospondía tou ;;;;;;;;;x

jacobin_baron_grekter;Antiprósopos;;;;;;;;;x
jacobin_count_grekter;Sýmvoulos;;;;;;;;;x
jacobin_duke_grekter;Diefthyntís;;;;;;;;;x
jacobin_king_grekter;Próedros;;;;;;;;;x
jacobin_emperor_grekter;Próedros;;;;;;;;;x
jacobin_baron_female_grekter;Antiprósopos;;;;;;;;;x
jacobin_count_female_grekter;Sýmvoulos;;;;;;;;;x
jacobin_duke_female_grekter;Diefthýntria;;;;;;;;;x
jacobin_king_female_grekter;Próedros;;;;;;;;;x
jacobin_emperor_female_grekter;Próedros;;;;;;;;;x
jacobin_barony_of_grekter;Póli tou ;;;;;;;;;x
jacobin_county_of_grekter;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_grekter;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_grekter;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_grekter;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_grekter;Antiprósopos;;;;;;;;;x
jacobin_city_count_grekter;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_grekter;Diefthyntís;;;;;;;;;x
jacobin_city_king_grekter;Próedros;;;;;;;;;x
jacobin_city_emperor_grekter;Próedros;;;;;;;;;x
jacobin_city_baron_female_grekter;Antiprósopos;;;;;;;;;x
jacobin_city_count_female_grekter;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_female_grekter;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_grekter;Próedros;;;;;;;;;x
jacobin_city_emperor_female_grekter;Próedros;;;;;;;;;x
jacobin_city_barony_of_grekter;Póli tou ;;;;;;;;;x
jacobin_city_county_of_grekter;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_grekter;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_grekter;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_grekter;Synomospondía tou ;;;;;;;;;x

#Girondist loc
temple_baron_girondist;Prêtre;;;;;;;;;x
temple_baron_female_girondist;Prêtresse;;;;;;;;;x
temple_barony_of_girondist;Temple of ;;;;;;;;;x
temple_county_of_girondist;Grand Temple of;;;;;;;;;;;;;x
temple_count_girondist;Grand Prêtre;;;;;;;;;;;;;x
temple_count_female_girondist;Grand Prêtresse;;;;;;;;;x
temple_duchy_of_girondist;Commune of;;;;;;;;;;;;;x
temple_duke_girondist;Philosophe;;;;;;;;;;;;;x
temple_duke_female_girondist;Philosophe;;;;;;;;;x
temple_kingdom_of_girondist;État Éclairé of;;;;;;;;;;;;;x
temple_king_girondist;Président de la Convention;;;;;;;;;;;;;x
temple_king_female_girondist;Président de la Convention;;;;;;;;;;;;;x

jacobin_baron_arvanitika;Antiprósopos;;;;;;;;;x
jacobin_count_arvanitika;Sýmvoulos;;;;;;;;;x
jacobin_duke_arvanitika;Diefthyntís;;;;;;;;;x
jacobin_king_arvanitika;Próedros;;;;;;;;;x
jacobin_emperor_arvanitika;Próedros;;;;;;;;;x
jacobin_baron_female_arvanitika;Antiprósopos;;;;;;;;;x
jacobin_count_female_arvanitika;Sýmvoulos;;;;;;;;;x
jacobin_duke_female_arvanitika;Diefthýntria;;;;;;;;;x
jacobin_king_female_arvanitika;Próedros;;;;;;;;;x
jacobin_emperor_female_arvanitika;Próedros;;;;;;;;;x
jacobin_barony_of_arvanitika;Póli tou ;;;;;;;;;x
jacobin_county_of_arvanitika;Nomós tou ;;;;;;;;;x
jacobin_duchy_of_arvanitika;Tmíma tou ;;;;;;;;;x
jacobin_kingdom_of_arvanitika;Dimokratía tou ;;;;;;;;;x
jacobin_empire_of_arvanitika;Synomospondía tou ;;;;;;;;;x
jacobin_city_baron_arvanitika;Antiprósopos;;;;;;;;;x
jacobin_city_count_arvanitika;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_arvanitika;Diefthyntís;;;;;;;;;x
jacobin_city_king_arvanitika;Próedros;;;;;;;;;x
jacobin_city_emperor_arvanitika;Próedros;;;;;;;;;x
jacobin_city_baron_female_arvanitika;Antiprósopos;;;;;;;;;x
jacobin_city_count_female_arvanitika;Sýmvoulos;;;;;;;;;x
jacobin_city_duke_female_arvanitika;Diefthýntria;;;;;;;;;x
jacobin_city_king_female_arvanitika;Próedros;;;;;;;;;x
jacobin_city_emperor_female_arvanitika;Próedros;;;;;;;;;x
jacobin_city_barony_of_arvanitika;Póli tou ;;;;;;;;;x
jacobin_city_county_of_arvanitika;Nomós tou ;;;;;;;;;x
jacobin_city_duchy_of_arvanitika;Tmíma tou ;;;;;;;;;x
jacobin_city_kingdom_of_arvanitika;Dimokratía tou ;;;;;;;;;x
jacobin_city_empire_of_arvanitika;Synomospondía tou ;;;;;;;;;x
