count_brethren;Captain;;;;;;;;;;;;;x
count_female_brethren;Captain;;;;;;;;;;;;;x
county_of_brethren;Captaincy of;;;;;;;;;;;;;x
duke_brethren;Commodore;;;;;;;;;;;;;x
duke_female_brethren;Commodore;;;;;;;;;;;;;x
duchy_of_brethren;Flotilla of;;;;;;;;;;;;;x
king_brethren;Admiral;;;;;;;;;;;;;x
king_female_brethren;Admiral;;;;;;;;;;;;;x
kingdom_of_brethren;Admiralty of;;;;;;;;;;;;;x
emperor_brethren;Grand Admiral;;;;;;;;;;;;;x
emperor_female_brethren;Grand Admiral;;;;;;;;;;;;;x
empire_of_brethren;Grand Admiralty of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
city_baron_brethren;Landsman;;;;;;;;;;;;;x
city_baron_female_brethren;Landswoman;;;;;;;;;;;;;x
city_barony_of_brethren;Anchorage of;;;;;;;;;;;;;x
city_count_brethren;Harbormaster;;;;;;;;;;;;;x
city_count_female_brethren;Harbormistress;;;;;;;;;;;;;x
city_county_of_brethren;Harbor of;;;;;;;;;;;;;x
city_duke_brethren;Portmaster;;;;;;;;;;;;;x
city_duke_female_brethren;Portmistress;;;;;;;;;;;;;x
city_duchy_of_brethren;Port of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
title_red_druk;The Red Dragon;;;;;;;;;;;;;x
title_red_druk_desc;The Red Dragon is the head of their respective party in the Rainbow Dragon Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_blue_druk;The Blue Dragon;;;;;;;;;;;;;x
title_blue_druk_desc;The Blue Dragon is the head of their respective party in the Rainbow Dragon Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_yellow_druk;The Yellow Dragon;;;;;;;;;;;;;x
title_yellow_druk_desc;The Yellow Dragon is the head of their respective party in the Rainbow Dragon Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_green_druk;The Green Dragon;;;;;;;;;;;;;x
title_green_druk_desc;The Green Dragon is the head of their respective party in the Rainbow Dragon Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament;Member of Parliament;;;;;;;;;;;;;x
title_member_parliament_desc;This title represents a member of the Rainbow dragon parliament.;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_1;Member of Parliament;;;;;;;;;;;;;x
title_member_parliament_1_desc;This title represents a member of the Rainbow dragon parliament.;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_2;Member of Parliament;;;;;;;;;;;;;x
title_member_parliament_2_desc;This title represents a member of the Rainbow dragon parliament.;;;;;;;;;x,,,,,,,,;;;;
title_chechnik;Chechnik;;;;;;;;;x,,,,,,,,;;;;
title_chechnik_desc;This title represents a member of the Knesset.;;;;;;;;;x,,,,,,,,;;;;
title_chechnik_1;Chechnik;;;;;;;;;x,,,,,,,,;;;;
title_chechnik_1_desc;This title represents a member of the Knesset.;;;;;;;;;x,,,,,,,,;;;;
title_chechnik_2;Chechnik;;;;;;;;;x,,,,,,,,;;;;
title_chechnik_2_desc;This title represents a member of the Knesset.;;;;;;;;;x,,,,,,,,;;;;
job_chancellor_israeli;Yur;;;;;;;;;x,,,,,,,,;;;;
job_marshal_israeli;Ramatkal;;;;;;;;;x,,,,,,,,;;;;
job_treasurer_israeli;Sarotzar;;;;;;;;;x,,,,,,,,;;;;
job_spymaster_israeli;Rosh Mossad;;;;;;;;;x,,,,,,,,;;;;
job_spiritual_israeli;Rav Rashi;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia;Member of the British Parliament;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia_desc;This title represents a member of the British Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia_1;Member of the British Parliament;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia_1_desc;This title represents a member of the British Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia_2;Member of the British Parliament;;;;;;;;;x,,,,,,,,;;;;
title_member_parliament_britannia_2_desc;This title represents a member of the British Parliament.;;;;;;;;;x,,,,,,,,;;;;
title_senator;Senator;;;;;;;;;x,,,,,,,,;;;;
title_senator_desc;This title represents a member of the Roman Senate.;;;;;;;;;x,,,,,,,,;;;;
title_senator_1;Senator;;;;;;;;;x,,,,,,,,;;;;
title_senator_1_desc;This title represents a member of the Roman Senate.;;;;;;;;;x,,,,,,,,;;;;
title_senator_2;Senator;;;;;;;;;x,,,,,,,,;;;;
title_senator_2_desc;This title represents a member of the Roman Senate.;;;;;;;;;x,,,,,,,,;;;;
;;;;;;;;;;;;;;
parliament_laws_roman;Parliament Size;;;;;;;;;;;;;x
parliament_laws_roman_desc;These laws decide the size of this nation's parliament;;;;;;;;;;;;;x
parliament_laws_roman_0;Non-Existent Parliament;;;;;;;;;;;;;x
parliament_laws_roman_1;Small Parliament;;;;;;;;;;;;;x
parliament_laws_roman_2;Moderate Parliament;;;;;;;;;;;;;x
parliament_laws_roman_3;Large Parliament;;;;;;;;;;;;;x
parliament_laws_roman_0_option;None;;;;;;;;;;;;;x
parliament_laws_roman_1_option;Small;;;;;;;;;;;;;x
parliament_laws_roman_2_option;Moderate;;;;;;;;;;;;;x
parliament_laws_roman_3_option;Large;;;;;;;;;;;;;x
parliament_laws_roman_0_desc;Destroy the Parliament;;;;;;;;;;;;;x
parliament_laws_roman_1_desc;A small Parliament(12 Senators);;;;;;;;;;;;;x
parliament_laws_roman_2_desc;A Moderate Parliament(24 Senators);;;;;;;;;;;;;x
parliament_laws_roman_3_desc;A Large Parliament(36 Senators);;;;;;;;;;;;;x
;;;;;;;;;;;;;;
parliament_laws_brit;Parliament Size;;;;;;;;;;;;;x
parliament_laws_brit_desc;These laws decide the size of this nation's parliament;;;;;;;;;;;;;x
parliament_laws_brit_0;Non-Existent Parliament;;;;;;;;;;;;;x
parliament_laws_brit_1;Small Parliament;;;;;;;;;;;;;x
parliament_laws_brit_2;Moderate Parliament;;;;;;;;;;;;;x
parliament_laws_brit_3;Large Parliament;;;;;;;;;;;;;x
parliament_laws_brit_0_option;None;;;;;;;;;;;;;x
parliament_laws_brit_1_option;Small;;;;;;;;;;;;;x
parliament_laws_brit_2_option;Moderate;;;;;;;;;;;;;x
parliament_laws_brit_3_option;Large;;;;;;;;;;;;;x
parliament_laws_brit_0_desc;Destroy the Parliament;;;;;;;;;;;;;x
parliament_laws_brit_1_desc;A small Parliament(10 Members of Parliament);;;;;;;;;;;;;x
parliament_laws_brit_2_desc;A Moderate Parliament(20 Members of Parliament);;;;;;;;;;;;;x
parliament_laws_brit_3_desc;A Large Parliament(30 Members of Parliament);;;;;;;;;;;;;x
;;;;;;;;;;;;;;
parliament_laws_israel;Parliament Size;;;;;;;;;;;;;x
parliament_laws_israel_desc;These laws decide the size of this nation's parliament;;;;;;;;;;;;;x
parliament_laws_israel_0;Non-Existent Parliament;;;;;;;;;;;;;x
parliament_laws_israel_1;Small Parliament;;;;;;;;;;;;;x
parliament_laws_israel_2;Moderate Parliament;;;;;;;;;;;;;x
parliament_laws_israel_3;Large Parliament;;;;;;;;;;;;;x
parliament_laws_israel_0_option;None;;;;;;;;;;;;;x
parliament_laws_israel_1_option;Small;;;;;;;;;;;;;x
parliament_laws_israel_2_option;Moderate;;;;;;;;;;;;;x
parliament_laws_israel_3_option;Large;;;;;;;;;;;;;x
parliament_laws_israel_0_desc;Destroy the Parliament;;;;;;;;;;;;;x
parliament_laws_israel_1_desc;A small Parliament(6 Chechniks);;;;;;;;;;;;;x
parliament_laws_israel_2_desc;A Moderate Parliament(12 Chechniks);;;;;;;;;;;;;x
parliament_laws_israel_3_desc;A Large Parliament(18 Chechniks);;;;;;;;;;;;;x
;;;;;;;;;;;;;;
parliament_laws_bhutan;Parliament Size;;;;;;;;;;;;;x
parliament_laws_bhutan_desc;These laws decide the size of this nation's parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_0;Non-Existent Parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_1;Small Parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_2;Moderate Parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_3;Large Parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_0_option;None;;;;;;;;;;;;;x
parliament_laws_bhutan_1_option;Small;;;;;;;;;;;;;x
parliament_laws_bhutan_2_option;Moderate;;;;;;;;;;;;;x
parliament_laws_bhutan_3_option;Large;;;;;;;;;;;;;x
parliament_laws_bhutan_0_desc;Destroy the Parliament;;;;;;;;;;;;;x
parliament_laws_bhutan_1_desc;A small Parliament(10 Members of Parliament);;;;;;;;;;;;;x
parliament_laws_bhutan_2_desc;A Moderate Parliament(16 Members of Parliament);;;;;;;;;;;;;x
parliament_laws_bhutan_3_desc;A Large Parliament(22 Members of Parliament);;;;;;;;;;;;;x
;;;;;;;;;;;;;;

temple_baron_female_thelemic_reformed;Witch;Witch;Witch;;Witch;;;;;;;;;x
temple_count_thelemic_reformed;Archmage;Archmage;Archmage;;Archmage;;;;;;;;;x
temple_count_female_thelemic_reformed;Archwitch;Archwitch;Archwitch;;Archwitch;;;;;;;;;x
temple_duchy_of_thelemic_reformed;Grand Lodge of;Grand Lodge of;Grand Lodge of;Grand Lodge of;;;;;;;;;x
temple_kingdom_of_thelemic_reformed;Conventicle of;Conventicle of;Conventicle of;Conventicle of;;;;;;;;;x
temple_duke_thelemic_reformed;Grand Mage;Grand Mage;Grand Mage;;Grand Mage;;;;;;;;;x
temple_duke_female_thelemic_reformed;Grand Witch;Grand Witch;Grand Witch;;Grand Witch;;;;;;;;;x
temple_king_thelemic_reformed;Mage King;Mage King;Mage King;;Mage King;;;;;;;;;x
temple_king_female_thelemic_reformed;Witch Queen;Witch Queen;Witch Queen;;Witch Queen;;;;;;;;;x

temple_baron_female_thelemic;Witch;Witch;Witch;;Witch;;;;;;;;;x
temple_count_thelemic;Archmage;Archmage;Archmage;;Archmage;;;;;;;;;x
temple_count_female_thelemic;Archwitch;Archwitch;Archwitch;;Archwitch;;;;;;;;;x
temple_duchy_of_thelemic;Grand Lodge of;Grand Lodge of;Grand Lodge of;Grand Lodge of;;;;;;;;;x
temple_kingdom_of_thelemic;Conventicle of;Conventicle of;Conventicle of;Conventicle of;;;;;;;;;x
temple_duke_thelemic;Grand Mage;Grand Mage;Grand Mage;;Grand Mage;;;;;;;;;x
temple_duke_female_thelemic;Grand Witch;Grand Witch;Grand Witch;;Grand Witch;;;;;;;;;x
temple_king_thelemic;Mage King;Mage King;Mage King;;Mage King;;;;;;;;;x
temple_king_female_thelemic;Witch Queen;Witch Queen;Witch Queen;;Witch Queen;;;;;;;;;x

temple_baron_summer_queen;Mage;Mage;Mage;;Mage;;;;;;;;;x
temple_baron_female_summer_queen;Witch;Witch;Witch;;Witch;;;;;;;;;x
temple_count_summer_queen;Archmage;Archmage;Archmage;;Archmage;;;;;;;;;x
temple_count_female_summer_queen;Archwitch;Archwitch;Archwitch;;Archwitch;;;;;;;;;x
temple_barony_of_summer_queen;Lodge of;Lodge of;Lodge of;;Lodge of;;;;;;;;;x
temple_county_of_summer_queen;Great Lodge of;Great Lodge of;Great Lodge of;;Great Lodge of;;;;;;;;;x
temple_duchy_of_summer_queen;Grand Lodge of;Grand Lodge of;Grand Lodge of;Grand Lodge of;;;;;;;;;x
temple_kingdom_of_summer_queen;Conventicle of;Conventicle of;Conventicle of;Conventicle of;;;;;;;;;x
temple_duke_summer_queen;Grand Mage;Grand Mage;Grand Mage;;Grand Mage;;;;;;;;;x
temple_duke_female_summer_queen;Grand Witch;Grand Witch;Grand Witch;;Grand Witch;;;;;;;;;x
temple_king_summer_queen;Mage King;Mage King;Mage King;;Mage King;;;;;;;;;x
temple_king_female_summer_queen;Witch Queen;Witch Queen;Witch Queen;;Witch Queen;;;;;;;;;x

temple_baron_orange_king;Mage;Mage;Mage;;Mage;;;;;;;;;x
temple_baron_female_orange_king;Witch;Witch;Witch;;Witch;;;;;;;;;x
temple_count_orange_king;Archmage;Archmage;Archmage;;Archmage;;;;;;;;;x
temple_count_female_orange_king;Archwitch;Archwitch;Archwitch;;Archwitch;;;;;;;;;x
temple_barony_of_orange_king;Lodge of;Lodge of;Lodge of;;Lodge of;;;;;;;;;x
temple_county_of_orange_king;Great Lodge of;Great Lodge of;Great Lodge of;;Great Lodge of;;;;;;;;;x
temple_duchy_of_orange_king;Grand Lodge of;Grand Lodge of;Grand Lodge of;Grand Lodge of;;;;;;;;;x
temple_kingdom_of_orange_king;Conventicle of;Conventicle of;Conventicle of;Conventicle of;;;;;;;;;x
temple_duke_orange_king;Grand Mage;Grand Mage;Grand Mage;;Grand Mage;;;;;;;;;x
temple_duke_female_orange_king;Grand Witch;Grand Witch;Grand Witch;;Grand Witch;;;;;;;;;x
temple_king_orange_king;Mage King;Mage King;Mage King;;Mage King;;;;;;;;;x
temple_king_female_orange_king;Witch Queen;Witch Queen;Witch Queen;;Witch Queen;;;;;;;;;x

duke_romansch;Prince;;;;;;;;;x;;;;
emperor_romansch;Caesar;;;;;;;;;x;;;;
duke_female_romansch;Princess;;;;;;;;;x;;;;
emperor_female_romansch;Caesarina;;;;;;;;;x;;;;

duchy_of_romansch;Princedom of;;;;;;;;;;;;;x
duchy_romansch;Princedom;;;;;;;;;;;;;x
empire_of_romansch;Caesarate of;;;;;;;;;;;;;x
empire_romansch;Caesarate;;;;;;;;;;;;;x
