garde#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emperor_female_hessian;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_saxon;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
count_kuhjungs;Ritter;;;;;;;;;;;;;x
count_female_kuhjungs;Ritter;;;;;;;;;;;;;x
county_of_kuhjungs;Militärbasis of;;;;;;;;;;;;;x
county_kuhjungs;Militärbasis;;;;;;;;;;;;;x
duke_kuhjungs;Kapitan;;;;;;;;;;;;;x
duke_female_kuhjungs;Kapitan;;;;;;;;;;;;;x
duchy_of_kuhjungs;Marchen of;;;;;;;;;;;;;x
duchy_kuhjungs;Marchen;;;;;;;;;;;;;x
king_kuhjungs;Kommadant;;;;;;;;;;;;;x
king_female_kuhjungs;Kommadant;;;;;;;;;;;;;x
kingdom_of_kuhjungs;Ordnung of;;;;;;;;;;;;;x
kingdom_kuhjungs;Ordnung;;;;;;;;;;;;;x
emperor_kuhjungs;General;;;;;;;;;;;;;x
emperor_female_kuhjungs;General;;;;;;;;;;;;;x
empire_of_kuhjungs;Bund of;;;;;;;;;;;;;x
empire_female_kuhjungs;Bund;;;;;;;;;;;;;x
count_prussian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_prussian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_prussian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_prussian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_prussian;König;König;König;;König;;;;;;;;;x
king_female_prussian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_prussian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_prussian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_prussian;Königreich of;;;;;;;;;;x;;;
empire_of_prussian;Reich of;;;;;;;;;;x;;;
count_brandenburger;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_brandenburger;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_brandenburger;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_brandenburger;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_brandenburger;König;König;König;;König;;;;;;;;;x
king_female_brandenburger;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_brandenburger;Grafschaft of;;;;;;;;;;x;;;
duchy_of_brandenburger;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_brandenburger;Königreich of;;;;;;;;;;x;;;
empire_of_brandenburger;Reich of;;;;;;;;;;x;;;
count_low_german;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_low_german;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_low_german;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_low_german;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_low_german;König;König;König;;König;;;;;;;;;x
king_female_low_german;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_low_german;Grafschaft of;;;;;;;;;;x;;;
duchy_of_low_german;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_low_german;Königreich of;;;;;;;;;;x;;;
empire_of_low_german;Reich of;;;;;;;;;;x;;;
count_swabian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_swabian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_swabian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_swabian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_swabian;König;König;König;;König;;;;;;;;;x
king_female_swabian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_swabian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_swabian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_swabian;Königreich of;;;;;;;;;;x;;;
empire_of_swabian;Reich of;;;;;;;;;;x;;;
count_bavarian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_bavarian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_bavarian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_bavarian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_bavarian;König;König;König;;König;;;;;;;;;x
king_female_bavarian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_bavarian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_bavarian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_bavarian;Königreich of;;;;;;;;;;x;;;
empire_of_bavarian;Reich of;;;;;;;;;;x;;;
count_rheinlander;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_rheinlander;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_rheinlander;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_rheinlander;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_rheinlander;König;König;König;;König;;;;;;;;;x
king_female_rheinlander;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_rheinlander;Grafschaft of;;;;;;;;;;x;;;
duchy_of_rheinlander;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_rheinlander;Königreich of;;;;;;;;;;x;;;
empire_of_rheinlander;Reich of;;;;;;;;;;x;;;
count_austrian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_austrian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_austrian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_austrian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_austrian;König;König;König;;König;;;;;;;;;x
king_female_austrian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_austrian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_austrian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_austrian;Königreich of;;;;;;;;;;x;;;
empire_of_austrian;Reich of;;;;;;;;;;x;;;
count_hessian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_hessian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_hessian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_hessian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_hessian;König;König;König;;König;;;;;;;;;x
king_female_hessian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_hessian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_hessian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_hessian;Königreich of;;;;;;;;;;x;;;
empire_of_hessian;Reich of;;;;;;;;;;x;;;
count_danzigian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_danzigian;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_danzigian;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_danzigian;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_danzigian;König;König;König;;König;;;;;;;;;x
king_female_danzigian;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_danzigian;Grafschaft of;;;;;;;;;;x;;;
duchy_of_danzigian;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_danzigian;Königreich of;;;;;;;;;;x;;;
empire_of_danzigian;Reich of;;;;;;;;;;x;;;
count_saxon;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_saxon;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_saxon;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_saxon;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_saxon;König;König;König;;König;;;;;;;;;x
king_female_saxon;Königin;Königin;Königin;;Königin;;;;;;;;;x
county_of_saxon;Grafschaft of;;;;;;;;;;x;;;
duchy_of_saxon;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_saxon;Königreich of;;;;;;;;;;x;;;
empire_of_saxon;Reich of;;;;;;;;;;x;;;
count_transylvanian;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_female_transylvanian;Contesa;Contesa;Contesa;;Contesa;;;;;;;;;x
duke_transylvanian;Duce;Duce;Duce;;Duce;;;;;;;;;x
duke_female_transylvanian;Ducesa;Ducesa;Ducesa;;Ducesa;;;;;;;;;x
king_transylvanian;Rege;Rege;Rege;;Rege;;;;;;;;;x
king_female_transylvanian;Regina;Regina;Regina;;Regina;;;;;;;;;x
emperor_transylvanian;Împarat;Împarat;Împarat;;Împarat;;;;;;;;;x
emperor_female_transylvanian;Împarateasa;Împarateasa;Împarateasa;;Împarateasa;;;;;;;;;x
county_of_transylvanian;Comitat of;;;;;;;;;;x;;;
duchy_of_transylvanian;Ducat of;;;;;;;;;;x;;;
kingdom_of_transylvanian;Regat of;;;;;;;;;;x;;;
empire_of_transylvanian;Împaratie of;;;;;;;;;;x;;;

count_wallachian;Conte;Conte;Conte;;Conte;;;;;;;;;x
count_female_wallachian;Contesa;Contesa;Contesa;;Contesa;;;;;;;;;x
duke_wallachian;Duce;Duce;Duce;;Duce;;;;;;;;;x
duke_female_wallachian;Ducesa;Ducesa;Ducesa;;Ducesa;;;;;;;;;x
king_wallachian;Rege;Rege;Rege;;Rege;;;;;;;;;x
king_female_wallachian;Regina;Regina;Regina;;Regina;;;;;;;;;x
emperor_wallachian;Împarat;Împarat;Împarat;;Împarat;;;;;;;;;x
emperor_female_wallachian;Împarateasa;Împarateasa;Împarateasa;;Împarateasa;;;;;;;;;x
county_of_wallachian;Comitat of;;;;;;;;;;x;;;
duchy_of_wallachian;Ducat of;;;;;;;;;;x;;;
kingdom_of_wallachian;Regat of;;;;;;;;;;x;;;
empire_of_wallachian;Împaratie of;;;;;;;;;;x;;;

count_dutch;Graaf;Graaf;Graaf;;Graaf;;;;;;;;;x
count_female_dutch;Gravin;Gravin;Gravin;;Gravin;;;;;;;;;x
duke_dutch;Hertog;Hertog;Hertog;;Hertog;;;;;;;;;x
duke_female_dutch;Hertogin;Hertogin;Hertogin;;Hertogin;;;;;;;;;x
king_dutch;Koning;Koning;Koning;;Koning;;;;;;;;;x
king_female_dutch;Koningin;Koningin;Koningin;;Koningin;;;;;;;;;x
emperor_dutch;Keizer;Keizer;Keizer;;Keizer;;;;;;;;;x
emperor_female_dutch;Keizerin;Keizerin;Keizerin;;Keizerin;;;;;;;;;x
county_of_dutch;Graafschap of;;;;;;;;;;x;;;
duchy_of_dutch;Hertogdom of;;;;;;;;;;x;;;
kingdom_of_dutch;Koninkrijk of;;;;;;;;;;x;;;
empire_of_dutch;Rijk of;;;;;;;;;;x;;;
job_chancellor_british;Prime Minister;;;;;;;;;x;;;;
job_marshal_british;Chief of the General Staff;;;;;;;;;x;;;;
job_treasurer_british;Chief Treasurer;;;;;;;;;x;;;;
job_spymaster_british;Director General;;;;;;;;;x;;;;
job_chancellor_kuhjungs;Chief of Staff;;;;;;;;;x;;;;
job_marshal_kuhjungs;Chief of Quartermaster Corps;;;;;;;;;x;;;;
job_treasurer_kuhjungs;Chief of Finance Corps;;;;;;;;;x;;;;
job_spymaster_kuhjungs;Chief of Psychological Operations;;;;;;;;;x;;;;
job_spiritual_stalinist;Commissar-in-Chief;;;;;;;;;x;;;;
job_spiritual_jacobinist;High Executioner;;;;;;;;;x;;;;
job_spiritual_nobelian;Chief Researcher;;;;;;;;;x;;;;
job_spiritual_folklorist;Court Vedmak;;;;;;;;;x;;;;
job_spiritual_folklorist_female;Court Vedma;;;;;;;;;x;;;;
job_spiritual_esoteric;Court Mage;;;;;;;;;x;;;;
job_spiritual_maoist;Party Supervisor;;;;;;;;;x;;;;
count_serbian;Grof;Grof;Grof;;Grof;;;;;;;;;x
count_female_serbian;Grofice;Grofice;Grofice;;Grofice;;;;;;;;;x
duke_serbian;Vojvoda;Vojvoda;Vojvoda;;Vojvoda;;;;;;;;;x
duke_female_serbian;Vojvotkinja;Vojvotkinja;Vojvotkinja;;Vojvotkinja;;;;;;;;;x
king_serbian;Kralju;Kralju;Kralju;;Kralju;;;;;;;;;x
king_female_serbian;Kraljica;Kraljica;Kraljica;;Kraljica;;;;;;;;;x
count_croatian;Grof;Grof;Grof;;Grof;;;;;;;;;x
count_female_croatian;Grofice;Grofice;Grofice;;Grofice;;;;;;;;;x
duke_croatian;Vojvoda;Vojvoda;Vojvoda;;Vojvoda;;;;;;;;;x
duke_female_croatian;Vojvotkinja;Vojvotkinja;Vojvotkinja;;Vojvotkinja;;;;;;;;;x
king_croatian;Kralju;Kralju;Kralju;;Kralju;;;;;;;;;x
king_female_croatian;Kraljica;Kraljica;Kraljica;;Kraljica;;;;;;;;;x
count_bosnian;Grof;Grof;Grof;;Grof;;;;;;;;;x
count_female_bosnian;Grofice;Grofice;Grofice;;Grofice;;;;;;;;;x
duke_bosnian;Vojvoda;Vojvoda;Vojvoda;;Vojvoda;;;;;;;;;x
duke_female_bosnian;Vojvotkinja;Vojvotkinja;Vojvotkinja;;Vojvotkinja;;;;;;;;;x
king_bosnian;Kralju;Kralju;Kralju;;Kralju;;;;;;;;;x
king_female_bosnian;Kraljica;Kraljica;Kraljica;;Kraljica;;;;;;;;;x
count_montenegrin;Grof;Grof;Grof;;Grof;;;;;;;;;x
count_female_montenegrin;Grofica;Grofica;Grofica;;Grofica;;;;;;;;;x
duke_montenegrin;Vojvode;Vojvode;Vojvode;;Vojvode;;;;;;;;;x
duke_female_montenegrin;Vojvotkinja;Vojvotkinja;Vojvotkinja;;Vojvotkinja;;;;;;;;;x
king_montenegrin;Kralj;Kralj;Kralj;;Kralj;;;;;;;;;x
king_female_montenegrin;Kraljice;Kraljice;Kraljice;;Kraljice;;;;;;;;;x
count_slovenian;Grof;Grof;Grof;;Grof;;;;;;;;;x
count_female_slovenian;Grofice;Grofice;Grofice;;Grofice;;;;;;;;;x
duke_slovenian;Vojvoda;Vojvoda;Vojvoda;;Vojvoda;;;;;;;;;x
duke_female_slovenian;Vojvodinja;Vojvodinja;Vojvodinja;;Vojvodinja;;;;;;;;;x
king_slovenian;Kralj;Kralj;Kralj;;Kralj;;;;;;;;;x
king_female_slovenian;Kraljica;Kraljica;Kraljica;;Kraljica;;;;;;;;;x
count_bulgarian;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_bulgarian;Grafinya;Grafinya;Grafinya;;Grafinya;;;;;;;;;x
duke_bulgarian;Khertsog;Khertsog;Khertsog;;Khertsog;;;;;;;;;x
duke_female_bulgarian;Khertsoginya;Khertsoginya;Khertsoginya;;Khertsoginya;;;;;;;;;x
king_bulgarian;Kral;Kral;Kral;;Kral;;;;;;;;;x
king_female_bulgarian;Kralitsa;Kralitsa;Kralitsa;;Kralitsa;;;;;;;;;x
emperor_serbian;Car;Car;Car;;Car;;;;;;;;;x
emperor_croatian;Car;Car;Car;;Car;;;;;;;;;x
emperor_bosnian;Car;Car;Car;;Car;;;;;;;;;x
emperor_slovenian;Car;Car;Car;;Car;;;;;;;;;x
emperor_montenegrin;Cara;Cara;Cara;;Cara;;;;;;;;;x
emperor_bulgarian;Imperator;Imperator;Imperator;;Imperator;;;;;;;;;x
emperor_female_serbian;Carica;Carica;Carica;;Carica;;;;;;;;;x
emperor_female_croatian;Carica;Carica;Carica;;Carica;;;;;;;;;x
emperor_female_bosnian;Carica;Carica;Carica;;Carica;;;;;;;;;x
emperor_female_slovenian;Carica;Carica;Carica;;Carica;;;;;;;;;x
emperor_female_montenegrin;Carica;Carica;Carica;;Carica;;;;;;;;;x
emperor_female_bulgarian;Imperatritsa;Imperatritsa;Imperatritsa;;Imperatritsa;;;;;;;;;x
county_of_serbian;Okrug ;;;;;;;;;;x;;;
county_of_croatian;Okrug ;;;;;;;;;;x;;;
county_of_bosnian;Okrug ;;;;;;;;;;x;;;
county_of_montenegrin;Okrug ;;;;;;;;;;x;;;
county_of_slovenian;Okrozje ;;;;;;;;;;x;;;
county_of_bulgarian;Okrug ;;;;;;;;;;x;;;
duchy_of_serbian;Vojvodstvo ;;;;;;;;;;x;;;
duchy_of_croatian;Vojvodstvo ;;;;;;;;;;x;;;
duchy_of_bosnian;Vojvodstvo ;;;;;;;;;;x;;;
duchy_of_montenegrin;Vojvodstvo ;;;;;;;;;;x;;;
duchy_of_slovenian;Vojvodstvo ;;;;;;;;;;x;;;
duchy_of_bulgarian;Khertsogstvo ;;;;;;;;;;x;;;
kingdom_of_serbian;Kraljevstvo ;;;;;;;;;;x;;;
kingdom_of_croatian;Kraljevstvo ;;;;;;;;;;x;;;
kingdom_of_bosnian;Kraljevstvo ;;;;;;;;;x;;;
kingdom_of_slovenian;Kraljevstvo ;;;;;;;;;;x;;;
kingdom_of_montenegrin;Kraljevstvo ;;;;;;;;;;x;;;
kingdom_of_bulgarian;Tsarstvo ;;;;;;;;;;x;;;
empire_of_serbian;Carstvo ;;;;;;;;;x
empire_of_croatian;Carstvo ;;;;;;;;;x
empire_of_bosnian;Carstvo ;;;;;;;;;x
empire_of_slovenian;Imperij ;;;;;;;;;x
empire_of_montenegrin;Carstvo ;;;;;;;;;x
emperor_of_bulgarian;Imperiya ;;;;;;;;;;x;;;
empire_of_stalinist;Union of;Union of;Union of;;Union of;;;;;;;;;x
title_queen_mother_british;Governwess Mother;;;;;;;;;;;;;x
emperor_title_queen_mother_female_serbian;Carica Mother;;;;;;;;;;;;;x
emperor_title_queen_mother_female_croatian;Carica Mother;;;;;;;;;;;;;x
emperor_title_queen_mother_female_bosnian;Carica Mother;;;;;;;;;;;;;x
emperor_title_queen_mother_female_slovenian;Carica Mother;;;;;;;;;;;;;x
emperor_title_queen_mother_female_prussian;Kaiserin;;;;;;;;;;;;;x
emperor_title_queen_mother_female_bavarian;Kaiserin;;;;;;;;;;;;;x
emperor_title_queen_mother_female_swabian;Kaiserin;;;;;;;;;;;;;x
emperor_title_queen_mother_female_rheinlander;Kaiserin;;;;;;;;;;;;;x
emperor_title_queen_mother_female_low_german;Kaiserin;;;;;;;;;;;;;x
title_queen_mother_female_swiss;Konignregina Muttere;;;;;;;;;;;;;x
emperor_thelemic_reformed;Lord Protector;Lord Protector;Lord Protector;;Lord Protector;;;;;;;;;x
emperor_female_thelemic_reformed;Lady Protector;Lady Protector;Lady Protector;;Lady Protector;;;;;;;;;x
king_thelemic_reformed;Governor;Lord Protector;Lord Protector;;Lord Protector;;;;;;;;;x
king_female_thelemic_reformed;Governess;Lady Protector;Lady Protector;;Lady Protector;;;;;;;;;x
kingdom_of_thelemic_reformed;Governorate of;Lady Protector;Lady Protector;;Lady Protector;;;;;;;;;x
karelian;Karelian;Karelian;Karelian;;Karelian;;;;;;;;;x
king_cossack;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
kingdom_of_cossack;Hetmanate of;;;;;;;;;;;;;x
emperor_cossack;Grand Hetman;Grand Hetman;Grand Hetman;;Grand Hetman;;;;;;;;;x
empire_of_cossack;Grand Hetmanate of;;;;;;;;;;;;;x
count_polish;Hrabia;Hrabia;Hrabia;;Hrabia;;;;;;;;;x
count_female_polish;Hrabina;Hrabina;Hrabina;;Hrabina;;;;;;;;;x
duke_polish;Voivode;;;;;;;;;;;;;x
duke_female_polish;Voivode;;;;;;;;;;;;;x
king_polish;Król;Król;Król;;Król;;;;;;;;;x
king_female_polish;Królowa;Królowa;Królowa;;Królowa;;;;;;;;;x
emperor_polish;Cesarz;Cesarz;Cesarz;;Cesarz;;;;;;;;;x
emperor_female_polish;Cesarzowa;Cesarzowa;Cesarzowa;;Cesarzowa;;;;;;;;;x
county_of_polish;Hrabstwo of;;;;;;;;;;x;;;
duchy_of_polish;Voivodeship of;;;;;;;;;;;;;x
kingdom_of_polish;Królestwo of;;;;;;;;;;x;;;
empire_of_polish;Cesarstwo of;;;;;;;;;;x;;;
count_silesian;Hrabia;Hrabia;Hrabia;;Hrabia;;;;;;;;;x
count_wendish;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_wendish;Gräfin;Gräfin;Gräfin;;Gräfin;;;;;;;;;x
duke_wendish;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_wendish;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
king_wendish;Kral;Kral;Kral;;Kral;;;;;;;;;x
king_female_wendish;Kralin;Kralin;Kralin;;Kralin;;;;;;;;;x
emperor_wendish;Kejžor;Kejžor;Kejžor;;Kejžor;;;;;;;;;x
emperor_female_wendish;Kejžorina;Kejžorina;Kejžorina;;Kejžorina;;;;;;;;;x
county_of_wendish;Grafschaft of;;;;;;;;;;x;;;
duchy_of_wendish;Herzogtum of;;;;;;;;;;x;;;
kingdom_of_wendish;Königreich of;;;;;;;;;;x;;;
empire_of_wendish;Reich of;;;;;;;;;;x;;;
count_female_silesian;Hrabina;Hrabina;Hrabina;;Hrabina;;;;;;;;;x
duke_silesian;Voivode;Voivode;Voivode;;Voivode;;;;;;;;;x
duke_female_silesian;Voivode;Voivode;Voivode;;Voivode;;;;;;;;;x
king_silesian;Król;Król;Król;;Król;;;;;;;;;x
king_female_silesian;Królowa;Królowa;Królowa;;Królowa;;;;;;;;;x
emperor_silesian;Cesarz;Cesarz;Cesarz;;Cesarz;;;;;;;;;x
emperor_female_silesian;Cesarzowa;Cesarzowa;Cesarzowa;;Cesarzowa;;;;;;;;;x
county_of_silesian;Hrabstwo of;;;;;;;;;;x;;;
duchy_of_silesian;Voivodeship of;;;;;;;;;;x;;;
kingdom_of_silesian;Królestwo of;;;;;;;;;;x;;;
empire_of_silesian;Cesarstwo of;;;;;;;;;;x;;;
count_czech;Hrabe;Hrabe;Hrabe;;Hrabe;;;;;;;;;x
count_female_czech;Hrabenka;Hrabenka;Hrabenka;;Hrabenka;;;;;;;;;x
duke_czech;Vévoda;Vévoda;Vévoda;;Vévoda;;;;;;;;;x
duke_female_czech;Vévodkyne;Vévodkyne;Vévodkyne;;Vévodkyne;;;;;;;;;x
king_czech;Král;Král;Král;;Král;;;;;;;;;x
king_female_czech;Královna;Královna;Královna;;Královna;;;;;;;;;x
emperor_czech;Císar;Císar;Císar;;Císar;;;;;;;;;x
emperor_female_czech;Císarovna;Císarovna;Císarovna;;Císarovna;;;;;;;;;x
county_of_czech;Okres of;;;;;;;;;;x;;;
duchy_of_czech;Vévodství of;;;;;;;;;;x;;;
kingdom_of_czech;Království of;;;;;;;;;;x;;;
empire_of_czech;Císarství of;;;;;;;;;;x;;;
count_slovak;Gróf;Gróf;Gróf;;Gróf;;;;;;;;;x
count_female_slovak;Grófka;Grófka;Grófka;;Grófka;;;;;;;;;x
duke_slovak;Vojvoda;Vojvoda;Vojvoda;;Vojvoda;;;;;;;;;x
duke_female_slovak;Vojvodkyna;Vojvodkyna;Vojvodkyna;;Vojvodkyna;;;;;;;;;x
king_slovak;Král;Král;Král;;Král;;;;;;;;;x
king_female_slovak;Královná;Královná;Královná;;Královná;;;;;;;;;x
emperor_slovak;Cisár;Cisár;Cisár;;Cisár;;;;;;;;;x
emperor_female_slovak;Cisárovná;Cisárovná;Cisárovná;;Cisárovná;;;;;;;;;x
county_of_slovak;Okres of;;;;;;;;;;x;;;
duchy_of_slovak;Vojvodstvo of;;;;;;;;;;x;;;
kingdom_of_slovak;Královstvo of;;;;;;;;;;x;;;
empire_of_slovak;Cisárstvo of;;;;;;;;;;x;;;
count_lithuanian;Grafas;Grafas;Grafas;;Grafas;;;;;;;;;x
count_female_lithuanian;Grafiene;Grafiene;Grafiene;;Grafiene;;;;;;;;;x
duke_lithuanian;Hercogas;Hercogas;Hercogas;;Hercogas;;;;;;;;;x
duke_female_lithuanian;Hercogiene;Hercogiene;Hercogiene;;Hercogiene;;;;;;;;;x
king_lithuanian;Karalius;Karalius;Karalius;;Karalius;;;;;;;;;x
king_female_lithuanian;Karaliene;Karaliene;Karaliene;;Karaliene;;;;;;;;;x
emperor_lithuanian;Imperatorius;Imperatorius;Imperatorius;;Imperatorius;;;;;;;;;x
emperor_female_lithuanian;Imperatoriene;Imperatoriene;Imperatoriene;;Imperatoriene;;;;;;;;;x
county_of_lithuanian;Grafyste of;;;;;;;;;;x;;;
duchy_of_lithuanian;Hercogyste of;;;;;;;;;;x;;;
kingdom_of_lithuanian;Karalyste of;;;;;;;;;;x;;;
empire_of_lithuanian;Imperija of;;;;;;;;;;x;;;
count_lativian;Grafs;Grafs;Grafs;;Grafs;;;;;;;;;x
count_female_lativian;Grafiene;Grafiene;Grafiene;;Grafiene;;;;;;;;;x
duke_lativian;Hercogs;Hercogs;Hercogs;;Hercogs;;;;;;;;;x
duke_female_lativian;Hercogiene;Hercogiene;Hercogiene;;Hercogiene;;;;;;;;;x
king_lativian;Karalis;Karalis;Karalis;;Karalis;;;;;;;;;x
king_female_lativian;Karaliene;Karaliene;Karaliene;;Karaliene;;;;;;;;;x
emperor_lativian;Keizars;Keizars;Keizars;;Keizars;;;;;;;;;x
emperor_female_lativian;Keizariene;Keizariene;Keizariene;;Keizariene;;;;;;;;;x
county_of_lativian;Grafiste of;;;;;;;;;;x;;;
duchy_of_lativian;Hercogiste of;;;;;;;;;;x;;;
kingdom_of_lativian;Karaliste of;;;;;;;;;;x;;;
empire_of_lativian;Keizariste of;;;;;;;;;;x;;;
count_ugricbaltic;Krahv;Krahv;Krahv;;Krahv;;;;;;;;;x
count_female_ugricbaltic;Krahvinna;Krahvinna;Krahvinna;;Krahvinna;;;;;;;;;x
duke_ugricbaltic;Hertsog;Hertsog;Hertsog;;Hertsog;;;;;;;;;x
duke_female_ugricbaltic;Hertsoginna;Hertsoginna;Hertsoginna;;Hertsoginna;;;;;;;;;x
king_ugricbaltic;Kuningas;Kuningas;Kuningas;;Kuningas;;;;;;;;;x
king_female_ugricbaltic;Kuninganna;Kuninganna;Kuninganna;;Kuninganna;;;;;;;;;x
emperor_ugricbaltic;Keiser;Keiser;Keiser;;Keiser;;;;;;;;;x
emperor_female_ugricbaltic;Keisrinna;Keisrinna;Keisrinna;;Keisrinna;;;;;;;;;x
county_of_ugricbaltic;Krahvkond of;;;;;;;;;;x;;;
duchy_of_ugricbaltic;Hertsogiriik of;;;;;;;;;;x;;;
kingdom_of_ugricbaltic;Kuningriik of;;;;;;;;;;x;;;
empire_of_ugricbaltic;Impeerium of;;;;;;;;;;x;;;
count_hungarian;Gróf;Gróf;Gróf;;Gróf;;;;;;;;;x
count_female_hungarian;Grófno;Grófno;Grófno;;Grófno;;;;;;;;;x
duke_hungarian;Herceg;Herceg;Herceg;;Herceg;;;;;;;;;x
duke_female_hungarian;Hercegno;Hercegno;Hercegno;;Hercegno;;;;;;;;;x
king_hungarian;Király;Király;Király;;Király;;;;;;;;;x
king_female_hungarian;Királyno;Királyno;Királyno;;Királyno;;;;;;;;;x
emperor_hungarian;Király;Király;Király;;Király;;;;;;;;;x
emperor_female_hungarian;Királyno;Királyno;Királyno;;Királyno;;;;;;;;;x
emperor_hungarian;Császár;Császár;Császár;;Császár;;;;;;;;;x
emperor_female_hungarian;Császárno;Császárno;Császárno;;Császárno;;;;;;;;;x
county_of_hungarian;Megye of;;;;;;;;;;x;;;
duchy_of_hungarian;Hercegség of;;;;;;;;;;x;;;
kingdom_of_hungarian;Királyság of;;;;;;;;;;x;;;
empire_of_hungarian;Birodalom of;;;;;;;;;;x;;;
count_danish;Grev;;;;;;;;;;;;;x
count_female_danish;Grevinde;;;;;;;;;;;;;x
county_of_danish;Amt of;;;;;;;;;;;;;x
county_danish;Amt;;;;;;;;;;;;;x
duke_danish;Hertug;;;;;;;;;;;;;x
duke_female_danish;Hertuginde;;;;;;;;;;;;;x
duchy_of_danish;Hertugdømme of;;;;;;;;;;;;;x
duchy_danish;Hertugdømme;;;;;;;;;;;;;x
