k_kremlin;Kremlin;;;;;;;;;x
k_kremlin_adj;Kremlin;;;;;;;;;x
k_calvinist;Elder's Canton;;;;;;;;;x
k_calvinist_adj;Elder's Canton;;;;;;;;;x
k_lutheran;Communion Church;;;;;;;;;x
k_lutheran_adj;Communion Church;;;;;;;;;x
d_veneto;Veneto;Veneto;Veneto;;Veneto;;;;;;;;;x
d_campania;Campania;Campania;Campania;;Campania;;;;;;;;;x
d_puglia;Puglia;Puglia;Puglia;;Puglia;;;;;;;;;x
d_latium;Lazio;Lazio;Lazio;;Lazio;;;;;;;;;x
d_emilia;Emilia;Emilia;Emilia;;Emilia;;;;;;;;;x
d_romagna;Romagna;Romagna;Romagna;;Romagna;;;;;;;;;x
d_redcoats;The Redcoats;The Redcoats;The Redcoats;;The Redcoats;;;;;;;;;x
d_marche;Le Marche;Le Marche;Le Marche;;Le Marche;;;;;;;;;x
d_lombardia;Lombardia;Lombardia;Lombardia;;Lombardia;;;;;;;;;x
d_toscana;Toscana;Toscana;Toscana;;Toscana;;;;;;;;;x
d_liguria;Liguria;Liguria;Liguria;;Liguria;;;;;;;;;x
d_venezia;Venezia;Venezia;Venezia;;Venezia;;;;;;;;;x
d_umbria;Umbria;Umbria;Umbria;;Umbria;;;;;;;;;x
d_piemonte;Piemonte;Piemonte;Piemonte;;Piemonte;;;;;;;;;x
d_ostlandet;Østlandet;Østlandet;Østlandet;;Østlandet;;;;;;;;;x
d_aland;Åland;Åland;Åland;;Åland;;;;;;;;;x
k_barentsiya;Barentsiya;Barentsiya;Barentsiya;;Barentsiya;;;;;;;;;x
k_barentsiya_adj;Barentsiyan;Barentsiyan;Barentsiyan;;Barentsiyan;;;;;;;;;x
k_chad;Chad;Chad;Chad;;Chad;;;;;;;;;x
k_chad_adj;Chad;Chad;Chad;;Chad;;;;;;;;;x
k_niger;Niger;Niger;Niger;;Niger;;;;;;;;;x
k_niger_adj;Niger;Niger;Niger;;Niger;;;;;;;;;x
k_kurdistan;Kurdistan;Kurdistan;Kurdistan;;Kurdistan;;;;;;;;;x
d_abeibara;Abeibara;Abeibara;Abeibara;;Abeibara;;;;;;;;;x
d_abeibara_adj;Abeibara;Abeibara;Abeibara;;Abeibara;;;;;;;;;x
c_dendi;Niamey;Niamey;Niamey;;Niamey;;;;;;;;;x
c_dendi_adj;Niamey;Niamey;Niamey;;Niamey;;;;;;;;;x
k_tagelmustia;Tagelmustia;Tagelmustia;Tagelmustia;;Tagelmustia;;;;;;;;;x
k_tagelmustia_adj;Tagelmustia;Tagelmustia;Tagelmustia;;Tagelmustia;;;;;;;;;x
e_new_fombina;New Fombina;New Fombina;New Fombina;;New Fombina;;;;;;;;;x
e_new_fombina_adj;New Fombina;New Fombina;New Fombina;;New Fombina;;;;;;;;;x
d_barsakelmes;Barsakelmes;Barsakelmes;Barsakelmes;;Barsakelmes;;;;;;;;;x
d_barsakelmes_adj;Barsakelmes;Barsakelmes;Barsakelmes;;Barsakelmes;;;;;;;;;x
d_kyzylorda;Kyzylorda;Kyzylorda;Kyzylorda;;Kyzylorda;;;;;;;;;x
d_kyzylorda_adj;Kyzylordan;Kyzylordan;Kyzylordan;;Kyzylordan;;;;;;;;;x
d_akmola;Akmola;Akmola;Akmola;;Akmola;;;;;;;;;x
d_akmola_adj;Akmolan;Akmolan;Akmolan;;Akmolan;;;;;;;;;x
d_mangystau;Mangystau;Mangystau;Mangystau;;Mangystau;;;;;;;;;x
d_mangystau_adj;Mangystauan;Mangystauan;Mangystauan;;Mangystauan;;;;;;;;;x
d_karagandy;Karagandy;Karagandy;Karagandy;;Karagandy;;;;;;;;;x
d_karagandy_adj;Karagandian;Karagandian;Karagandian;;Karagandian;;;;;;;;;x
k_kazakhstan;Kazakhstan;Kazakhstan;Kazakhstan;;Kazakhstan;;;;;;;;;x
k_kazakhstan_adj;Kazakh;Kazakh;Kazakh;;Kazakh;;;;;;;;;x
d_kano;Kano;Kano;Kano;;Kano;;;;;;;;;x
d_kano_adj;Kano;Kano;Kano;;Kano;;;;;;;;;x
d_chechnya;Chechnya;;;;;;;;;;;;;x
d_chechnya_adj;Chechen;;;;;;;;;;;;;x
c_chechnya;Chechnya;;;;;;;;;;;;;x
c_chechnya_adj;Chechen;;;;;;;;;;;;;x
b_akhmat;Akhmat Tower;;;;;;;;;;;;;x
b_grozny;Grozny;;;;;;;;;;;;;x
k_volgaria;Volgaria;Volgaria;Volgaria;;Volgaria;;;;;;;;;x
k_volgaria_adj;Volgar;Volgar;Volgar;;Volgar;;;;;;;;;x
k_arkhangelsk;Pomorie;Arkhangelsk;Arkhangelsk;;Arkhangelsk;;;;;;;;;x
k_arkhangelsk_adj;Pomorian;Arkhangelskian;Arkhangelskian;;Arkhangelskian;;;;;;;;;x
k_title;Title;Title;Title;;Title;;;;;;;;;x
k_title_adj;Title;Title;Title;;Title;;;;;;;;;x
k_title;Title;Title;Title;;Title;;;;;;;;;x
k_title_adj;Title;Title;Title;;Title;;;;;;;;;x
k_title;Title;Title;Title;;Title;;;;;;;;;x
k_title_adj;Title;Title;Title;;Title;;;;;;;;;x
k_title;Title;Title;Title;;Title;;;;;;;;;x
k_title_adj;Title;Title;Title;;Title;;;;;;;;;x
d_west_bengal;West Bengal;;;;;;;;;x
d_west_bengal_adj;West Bengali;;;;;;;;;x
d_oriental;Oriental;;;;;;;;;x
d_oriental_adj;Oriental;;;;;;;;;x
d_tetouan;Tetouan;;;;;;;;;x
d_tetouan_adj;Tetouan;;;;;;;;;x
d_boulemane;Boulemane;;;;;;;;;x
d_boulemane_adj;Boulemane;;;;;;;;;x
d_es_semara;Es-Semara;;;;;;;;;x
d_es_semara_adj;Es-Semara;;;;;;;;;x
d_massa;Massa;;;;;;;;;x
d_massa_adj;Massa;;;;;;;;;x
d_alhoceima;Alhoceima;;;;;;;;;x
d_alhoceima_adj;Alhoceima;;;;;;;;;x
k_morocco;Morocco;;;;;;;;;x
k_morocco_adj;Moroccoan;;;;;;;;;x
c_stalingrad;Stalingrad;;;;;;;;;x
c_stalingrad_adj;Stalingrader;;;;;;;;;x
b_valletta;Valletta;;;;;;;;;x
b_valletta_adj;Beltin;;;;;;;;;x
e_great_russia;The Great Russia;;;;;;;;;x
e_great_russia_adj;Great Russian;;;;;;;;;x
e_cccp;The CCCP;;;;;;;;;x
e_cccp_adj;Communist;;;;;;;;;x
k_romaraj;Romanotem;;;;;;;;;x
k_romaraj_adj;Romani;;;;;;;;;x
d_somalia;Somalia;;;;;;;;;x
d_somalia_adj;Somalian;;;;;;;;;x
b_wejherowo;Wejherowo;;;;;;;;;x
d_hidasans;Hidasans;;;;;;;;;x
k_sudan;Sudan;;;;;;;;;x 
b_engels;Engels;;;;;;;;;x
d_shiv_sena;Shiv Sena;;;;;;;;;x
d_shiv_sena_adj;Shiv Sena;;;;;;;;;x
k_doggerland;Doggerland;;;;;;;;;x
k_doggerland_adj;Doggerlander;;;;;;;;;x
d_doggerland;Doggerland;;;;;;;;;x
d_doggerland_adj;Doggerlander;;;;;;;;;x
c_north_doggerland;North Doggerland;;;;;;;;;x
c_north_doggerland_adj;North Doggerlander;;;;;;;;;x
b_favrsted;Favrsted;;;;;;;;;x
b_hestr;Hestr;;;;;;;;;x
b_akranes;Akranes;;;;;;;;;x
b_bjarkey;Bjarkey;;;;;;;;;x
b_kalfaklofsa;Kalfaklofsa;;;;;;;;;x
b_aurrioaaross;Aurrioaaross;;;;;;;;;x
b_skoro;Skoro;;;;;;;;;x
c_south_doggerland;South Doggerland;;;;;;;;;x
c_south_doggerland_adj;South Doggerlander;;;;;;;;;x
b_fljot;fljot;;;;;;;;;x
b_melar;Melar;;;;;;;;;x
b_buland;Buland;;;;;;;;;x
b_holm;Holm;;;;;;;;;x
b_geirland;Geirland;;;;;;;;;x
b_olafsfjoror;Olafsfjoror;;;;;;;;;x
b_baroastrond;Baroastrond;;;;;;;;;x
c_storo;Storo;;;;;;;;;x
c_storo_adj;Storoan;;;;;;;;;x
b_storbro;Storbro;;;;;;;;;x
b_oteja;Oteja;;;;;;;;;x
b_enhall;Enhall;;;;;;;;;x
b_orivalta;Orivalta;;;;;;;;;x
b_otona;Otona;;;;;;;;;x
b_flekkevinger;Flekkevinger;;;;;;;;;x
b_anykmene;Anykmene;;;;;;;;;x
b_nesjahsker;Nesjahsker;;;;;;;;;x
c_lileo;Lileo;;;;;;;;;x
c_lileo_adj;Lileoan;;;;;;;;;x
b_selfors;Selfors;;;;;;;;;x
b_bolstaor;Bolstaor;;;;;;;;;x
b_iara;Iara;;;;;;;;;x
b_sandloekr;Sandloekr;;;;;;;;;x
b_kambr;Kambr;;;;;;;;;x
b_bjargaoss;Bjargaoss;;;;;;;;;x
b_saurbaer;Saurbaer;;;;;;;;;x
b_eskiholt;Eskiholt;;;;;;;;;x
d_Tweeling;Tweeling;;;;;;;;;x
c_tweeling;Tweeling;;;;;;;;;x
b_sneek;Sneek;;;;;;;;;x
b_hal;Hal;;;;;;;;;x
b_mullum;Mullum;;;;;;;;;x
b_viljen;Viljen;;;;;;;;;x
b_oene;Oene;;;;;;;;;x
b_wadwaai;Wadwaai;;;;;;;;;x
b_reijin;Reijin;;;;;;;;;x
b_heitrak;Heitrak;;;;;;;;;x
d_djerba;Djerba;;;;;;;;;x
d_djerba_adj;Djerban;;;;;;;;;x
c_djerba;Djerba;;;;;;;;;x
c_djerba_adj;Djerban;;;;;;;;;x
b_souk;Souk;;;;;;;;;x
b_ajim;Ajim;;;;;;;;;x
b_tiet;Tiet;;;;;;;;;x
b_midun;Midun;;;;;;;;;x
b_aghir;Aghir;;;;;;;;;x
b_mellita;Mellita;;;;;;;;;x
b_ghizen;Ghizen;;;;;;;;;x
c_tataouine;Tataouine;;;;;;;;;x
c_tataouine_adj;Tataouine;;;;;;;;;x
c_jersey_and_guernsey;Jersey and Guerbsey;;;;;;;;;x
c_jersey_and_guernsey_adj;Jerseyite;;;;;;;;;x
b_st_helier;St Helier;;;;;;;;;x
b_st_martin;St Martin;;;;;;;;;x
b_st_aubin;St Aubin;;;;;;;;;x
b_christ_church;Christ Church;;;;;;;;;x
b_st_peter_port;St Peter Port;;;;;;;;;x
b_st_sampson;St Sampson;;;;;;;;;x
b_la_fontenelle;La Fontenelle;;;;;;;;;x
b_grandes_rocques;Grandes Rocques;;;;;;;;;x
b_st_brelade;St Brelade;;;;;;;;;x
c_terschelling;Terschelling;;;;;;;;;x
c_terschelling_adj;Terscheller;;;;;;;;;x
b_terschelling;Terschelling;;;;;;;;;x
b_dellewal;Dellewal;;;;;;;;;x
b_midsland;Midsland;;;;;;;;;x
b_kaard;Kaard;;;;;;;;;x
b_halfweg;Halfweg;;;;;;;;;x
b_hollum;Hollum;;;;;;;;;x
b_ballum;Ballum;;;;;;;;;x
b_nes;Nes;;;;;;;;;x
b_tamanrasset;Tamanrasset;;;;;;;;;x
b_abalessa;Abalessa;;;;;;;;;x
b_silet;Silet;;;;;;;;;x
b_tit;Tit;;;;;;;;;x
b_amsel;Amsel;;;;;;;;;x
b_tahifet;Tahifet;;;;;;;;;x
b_ilamane;Ilamane;;;;;;;;;x
b_ghat;Ghat;;;;;;;;;x
b_djanet;Djanet;;;;;;;;;x
b_eferi;Eferi;;;;;;;;;x
b_alawenat;Alawenat;;;;;;;;;x
b_awbari;Awbari;;;;;;;;;x
b_germa;Germa;;;;;;;;;x
b_bordj;Bordj;;;;;;;;;x
b_ain_salah;Ain Salah;;;;;;;;;x
b_inghar;Inghar;;;;;;;;;x
b_foggaret;Foggaret;;;;;;;;;x
b_akabli;Akabli;;;;;;;;;x
b_aoulef;Aoulef;;;;;;;;;x
b_tawrirt;Tawrirt;;;;;;;;;x
b_timimoun;Timimoun;;;;;;;;;x
b_achemelmel;Achemelmel;;;;;;;;;x
b_tessalit;Tessalit;;;;;;;;;x
b_timiouine;Timiouine;;;;;;;;;x
b_boughessa;Boughessa;;;;;;;;;x
b_aguelhok;Aguelhok;;;;;;;;;x
b_badji;Badji;;;;;;;;;x
b_mokhtar;Moktar;;;;;;;;;x
b_faya_largeau;Faya Largeau;;;;;;;;;x
b_koro_toro;Koro Toro;;;;;;;;;x
b_fada;Fada;;;;;;;;;x
b_kebir;Kebir;;;;;;;;;x
b_Ounianga;Ounianga;;;;;;;;;x
b_deni;Deni;;;;;;;;;x
b_torou;Torou;;;;;;;;;x
b_bardai;Bardai;;;;;;;;;x
b_zoui;Zoui;;;;;;;;;x
b_bouro;Bouro;;;;;;;;;x
b_omchi;Omchi;;;;;;;;;x
b_omou;Omou;;;;;;;;;x
b_aouzou;Aouzou;;;;;;;;;x
b_tibesti;Tibesti;;;;;;;;;x
b_al_jawf_s;Al Jawf;;;;;;;;;x
b_wat;Wat;;;;;;;;;x
b_buzaymah;Buzaymah;;;;;;;;;x
b_tazirbu;Tazirbu;;;;;;;;;x
b_taj;Taj;;;;;;;;;x
b_maabus;Maabus;;;;;;;;;x
b_jali;Jali;;;;;;;;;x
b_awjilah;Awjilah;;;;;;;;;x
b_jakharrah;jakharrah;;;;;;;;;x
b_jakharrad;Jakarrad;;;;;;;;;x
b_jakharran;Jakharran;;;;;;;;;x
b_arafa;Arafa;;;;;;;;;x
b_jazeera;jazeera;;;;;;;;;x
b_al_sahrawa;Al sahrawa;;;;;;;;;x
b_abulim;Abulim;;;;;;;;;x
b_mahalla;Mahalla;;;;;;;;;x
b_zubasit;Zubasit;;;;;;;;;x
b_talkabous;Talkabous;;;;;;;;;x
b_quthana;Quthana;;;;;;;;;x
b_dedenpasa;Dedenpasa;;;;;;;;;x
d_adessida;Adessida;;;;;;;;;x
d_podolia;Podolia;;;;;;;;;x
LORD;Lord;;;;;;;;;x
k_andorra;Andorra;;;;;;;;;x
k_andorra_adj;Andorran;;;;;;;;;x
d_andorra;Andorra;;;;;;;;;x
d_andorra_adj;Andorran;;;;;;;;;x
b_andorra;Andorra;;;;;;;;;x
k_jan_mayen;Jan-Mayen;;;;;;;;;x
k_jan_mayen_adj;Jan-Mayenese;;;;;;;;;x
d_jan_mayen;Jan-Mayen;;;;;;;;;x
d_jan_mayen_adj;Jan-Mayenese;;;;;;;;;x
c_jan_mayen;Jan-Mayen;;;;;;;;;x
c_jan_mayen_adj;Jan-Mayenese;;;;;;;;;x
b_bjornbruka;Bjornbruka;;;;;;;;;x
b_barreby;Barreby;;;;;;;;;x
b_bernkulle;Bernkulle;;;;;;;;;x
b_arthurboja;Arthurboja;;;;;;;;;x
b_turinby;Turinby;;;;;;;;;x
b_berbruka;Berbruka;;;;;;;;;x
b_mahonkulle;Mahonkulle;;;;;;;;;x
k_tannu;Tannu;;;;;;;;;x
k_tannu_adj;Tannuan;;;;;;;;;x
k_yamalia;Yamalia;;;;;;;;;x
k_yamalia_adj;Yamalian;;;;;;;;;x
d_yamalia;Yamalia;;;;;;;;;x
d_yamalia_adj;Yamalian;;;;;;;;;x
c_jamalski;Jamalski;;;;;;;;;x
c_jamalski_adj;Jamalskian;;;;;;;;;x
b_seyakha;Seyakha;;;;;;;;;x
b_sberbank;Sberbank;;;;;;;;;x
b_bovanenkovo;Bovanenkovo;;;;;;;;;x
b_kharasavey;Kharasavey;;;;;;;;;x
b_sabetta;Sabetta;;;;;;;;;x
b_tambey;Tambey;;;;;;;;;x
b_yar-sale;Yar-sale;;;;;;;;;x
c_piuralski;Piuralski;;;;;;;;;x
c_piuralski_adj;Piuralskian;;;;;;;;;x
b_beloyarsk;beloyarsk;;;;;;;;;x
b_aksarka;aksarka;;;;;;;;;x
b_kharsaim;kharsaim;;;;;;;;;x
b_salekhard;salekhard;;;;;;;;;x
b_labytnangi;labytnangi;;;;;;;;;x
b_kharp;kharp;;;;;;;;;x
b_kutopyugan;kutopyugan;;;;;;;;;x
c_nadymski;Nadymski;;;;;;;;;x
c_nadymski_adj;Nadymskian;;;;;;;;;x
b_nadym;Nadym;;;;;;;;;x
b_pravokhettinskiy;Pravokhettinskiy;;;;;;;;;x
b_pangody;Pangody;;;;;;;;;x
b_zapolyarnyy;Zapolyarnyy;;;;;;;;;x
b_nyda;Nyda;;;;;;;;;x
b_numgi;Numgi;;;;;;;;;x
b_yamburg;Yamburg;;;;;;;;;x
d_khamansia;Gydania;;;;;;;;;x
d_khamansia_adj;Gydanian;;;;;;;;;x
c_sovetskiy;Sovetskiy;;;;;;;;;x
c_sovetskiy_adj;Sovetskian;;;;;;;;;x
b_patrasuy;Patrasuy;;;;;;;;;x
b_sartyn'ya;Sartyn'ya;;;;;;;;;x
b_sos'va;Sos'va;;;;;;;;;x
b_lombovozh;Lombovozh;;;;;;;;;x
b_saranpaul;Saranpaul;;;;;;;;;x
b_pripolyarnyy;Pripolyarnyy;;;;;;;;;x
b_khulimsunt;Khulimsunt;;;;;;;;;x
c_beloyarskiy;Beloyarskiy;;;;;;;;;x
c_beloyarskiy_adj;Beloyarskian;;;;;;;;;x
b_tegi;Tegi;;;;;;;;;x
b_ustrem;Ustrem;;;;;;;;;x
b_vanzevat;Vanzevat;;;;;;;;;x
b_deminskaya;Deminskaya;;;;;;;;;x
b_beryozovo;Beryozovo;;;;;;;;;x
b_polnovat;Poinovat;;;;;;;;;x
b_novinskaya;Novinskaya;;;;;;;;;x
c_kodinskiy;Kodinskiy;;;;;;;;;x
c_kodinskiy_adj;Kondinskian;;;;;;;;;x
b_sherkaly;Sherkaly;;;;;;;;;x
b_andra;Andra;;;;;;;;;x
b_priobye;Priobye;;;;;;;;;x
b_sergino;Sergino;;;;;;;;;x
b_sotnikovo;Sotnikovo;;;;;;;;;x
b_dachi;Dachi;;;;;;;;;x
b_nyagan;Nyagan;;;;;;;;;x
c_surgutskiy;Kargasorsk;;;;;;;;;x
c_surgutskiy_adj;Neftiugan;;;;;;;;;x
b_surgut;Kargasorsk;;;;;;;;;x
b_nefteyugansk;Nefteyugansk;;;;;;;;;x
b_singapay;Singapay;;;;;;;;;x
b_tundrino;Tundrino;;;;;;;;;x
b_poykovskiy;Poykovskiy;;;;;;;;;x
b_lempino;Lempino;;;;;;;;;x
b_sentyabrskiy;Sentyabrskiy;;;;;;;;;x
c_nizhnevartovskiy;Krasnoselkup;;;;;;;;;x
c_nizhnevartovskiy_adj;Krasnoselkupskiy;;;;;;;;;x
b_nizhnevartovsk;Krasnoselkup;;;;;;;;;x
b_severnyy;Severnyy;;;;;;;;;x
b_sosnina;Sosnina;;;;;;;;;x
b_bylino;Bylino;;;;;;;;;x
b_nazino;Nazino;;;;;;;;;x
b_vakhovsk;Vakhovsk;;;;;;;;;x
b_vata;Vata;;;;;;;;;x
k_krasnotomsk;Yeniseya;;;;;;;;;x
k_krasnotomsk_adj;Yeniseyan;;;;;;;;;x
d_tomsk;Surgut;;;;;;;;;x
d_tomsk_adj;Surgutian;;;;;;;;;x
c_kargasokskiy;Surgut;;;;;;;;;x
c_kargasokskiy_adj;Surgutian;;;;;;;;;x
b_novyy;Novy;;;;;;;;;x
b_vasyugan;Vasyugan;;;;;;;;;x
b_kolbasa;Kolbasa;;;;;;;;;x
b_anikino;Anikino;;;;;;;;;x
b_novy-tevris;Novy-tevris;;;;;;;;;x
b_sredny;Sredny;;;;;;;;;x
b_vasyugen;Vasyugen;;;;;;;;;x
c_parabelskiy;Parabelskiy;;;;;;;;;x
c_parabelskiy_adj;Nizhnevartovskiy;;;;;;;;;x
b_vertikos;Vertikos;;;;;;;;;x
b_ust-tym;Ust-tym;;;;;;;;;x
b_tymsk;Tymsk;;;;;;;;;x
b_kiyevskiy;Kiyevskiy;;;;;;;;;x
b_staraya;Staraya;;;;;;;;;x
b_berezovka;Berezovka;;;;;;;;;x
b_myldzhino;Myldzhino;;;;;;;;;x
c_bakcharskiy;Bakcharskiy;;;;;;;;;x
c_bakcharskiy_adj;Sterzhevian;;;;;;;;;x
b_kazaltsevo;kazaltsevo;;;;;;;;;x
b_kindal;Kindal;;;;;;;;;x
b_kargasok;Kargasok;;;;;;;;;x
b_staroyugino;staroyugino;;;;;;;;;x
b_vostok;Vostok;;;;;;;;;x
b_bondarka;Bondarka;;;;;;;;;x
b_pavlovo;Pavlovo;;;;;;;;;x
c_verkhneketskiy;Verkhneketskiy;;;;;;;;;x
c_verkhneketskiy_adj;Vertkneketskian;;;;;;;;;x
b_taynoye;Taynoye;;;;;;;;;x
b_palochka;Palochka;;;;;;;;;x
b_beloyarskoye;Beloyarskoye;;;;;;;;;x
b_klyukvinka;Klyukvinka;;;;;;;;;x
b_stepanovka;Stepanovka;;;;;;;;;x
b_maksimkin;Maksimkin;;;;;;;;;x
b_druzhnyy;Druzhnyy;;;;;;;;;x
c_asinovskiy;Asinovskiy;;;;;;;;;x
c_asinovskiy_adj;Kolpachevan;;;;;;;;;x
b_tomsk;Tomsk;;;;;;;;;x
b_volodino;Volodino;;;;;;;;;x
b_kargala;Kargala;;;;;;;;;x
b_batkat;Batkat;;;;;;;;;x
b_rassvet;Rassvet;;;;;;;;;x
b_mullova;Mullova;;;;;;;;;x
b_yar;Yar;;;;;;;;;x
d_krasnoyarsk;Sym-Chulyam;;;;;;;;;x
d_krasnoyarsk_adj;Sym-Chulym;;;;;;;;;x
c_ermakovskiy;Ermakovskiy;;;;;;;;;x
c_ermakovskiy_adj;Asinovskian;;;;;;;;;x
b_abakan;Abakan;;;;;;;;;x
b_minusinsk;Minusinsk;;;;;;;;;x
b_gorodok;Gorodok;;;;;;;;;x
b_sineborsk;Sineborsk;;;;;;;;;x
b_zherlyk;Zherlyk;;;;;;;;;x
b_tes;Tes;;;;;;;;;x
b_idzha;Idzha;;;;;;;;;x
c_balakhtinskiy;Balakhtinskiy;;;;;;;;;x
c_balakhtinskiy_adj;Pervomayskiy;;;;;;;;;x
b_krasnoyarsk;Krasnoyarsk;;;;;;;;;x
b_bakhta;Bakhta;;;;;;;;;x
b_kuskun;Kuskun;;;;;;;;;x
b_magansk;Magansk;;;;;;;;;x
b_byar;Byar;;;;;;;;;x
b_berjosowka;Berjosowka;;;;;;;;;x
b_beret';Beret';;;;;;;;;x
c_irbeyskiy;Irbeyskiy;;;;;;;;;x
c_irbeyskiy_adj;Teguldetan;;;;;;;;;x
b_zharovsk;Zharovsk;;;;;;;;;x
b_mechta;Mechta;;;;;;;;;x
b_verkhniy;Verkhniy;;;;;;;;;x
b_kuzhebar;Kuzhebar;;;;;;;;;x
b_tanzybey;Tanzybey;;;;;;;;;x
b_osnovnaya;Osnovnaya;;;;;;;;;x
b_mozharka;Mozharka;;;;;;;;;x
c_achinskiy;Achinskiy;;;;;;;;;x
c_achinskiy_adj;Achinskian;;;;;;;;;x
b_achinsk;Achinsk;;;;;;;;;x
b_bogotol;Bogotol;;;;;;;;;x
b_altat;Altat;;;;;;;;;x
b_nazarovo;Nazarovo;;;;;;;;;x
b_tyukhtet;Tyukhtet;;;;;;;;;x
b_yershovo;Yershovo;;;;;;;;;x
b_ilinka;Ilinka;;;;;;;;;x
c_eninseyskiy;Eninseyskiy;;;;;;;;;x
c_eninseyskiy_adj;Raduzhnian;;;;;;;;;x
b_vorogovo;Vorogovo;;;;;;;;;x
b_bor;Bor;;;;;;;;;x
b_podkamennaya;Podkamennaya;;;;;;;;;x
b_tunguska;Tunguska;;;;;;;;;x
b_sulomay;Sulomay;;;;;;;;;x
b_kellog;Kellog;;;;;;;;;x
b_mirnoye;Mirnoye;;;;;;;;;x
d_evenkia;Ketovia;;;;;;;;;x
d_evenkia_adj;Ketovian;;;;;;;;;x
c_motyginskiy;Motyginskiy;;;;;;;;;x
c_motyginskiy_adj;Motyginskian;;;;;;;;;x
b_lesosibirsk;Lesosibirsk;;;;;;;;;x
b_strelka;Strelka;;;;;;;;;x
b_novokargino;Novokargino;;;;;;;;;x
b_abalakovo;Abalakovo;;;;;;;;;x
b_tatarka;Tatarka;;;;;;;;;x
b_novoangarsk;Novoangarsk;;;;;;;;;x
b_baykal;Baykal;;;;;;;;;x
c_boguchanskiy;Boguchanskiy;;;;;;;;;x
c_boguchanskiy_adj;Boguchanskian;;;;;;;;;x
b_tagara;Tagara;;;;;;;;;x
b_zaledeyevo;Zaledeyevo;;;;;;;;;x
b_govorkovo;Govorkovo;;;;;;;;;x
b_kodinsk;Kodinsk;;;;;;;;;x
b_bolturino;Bolturino;;;;;;;;;x
b_irba;Irba;;;;;;;;;x
b_kezhma;Keshma;;;;;;;;;x
c_severo;Severo;;;;;;;;;x
c_severo_adj;Severoan;;;;;;;;;x
b_podtesovo;Podtesovo;;;;;;;;;x
b_katayga;Katayga;;;;;;;;;x
b_ust'-pit;Ust'-pit;;;;;;;;;x
b_shishmarevo;Shishmarevo;;;;;;;;;x
b_bryanka;Bryanka;;;;;;;;;x
b_pit-gorodok;Pit-gorodok;;;;;;;;;x
b_yeruda;Yeruda;;;;;;;;;x
c_tungussko;Tungussko;;;;;;;;;x
c_tungussko_adj;Tungusskoan;;;;;;;;;x
b_tungussko;Tungussko;;;;;;;;;x
b_kislokan;Kislokan;;;;;;;;;x
b_nidym;Nidym;;;;;;;;;x
b_tura;Tura;;;;;;;;;x
b_inarigda;Inarigda;;;;;;;;;x
b_nakanno;Nakanno;;;;;;;;;x
b_yerbogachen;Yerbogachen;;;;;;;;;x
c_baykitskiy;Baykitskiy;;;;;;;;;x
c_baykitskiy_adj;Baykitskian;;;;;;;;;x
b_baykit;Baykit;;;;;;;;;x
b_volochanka;Volochanka;;;;;;;;;x
b_katyryk;Katyryk;;;;;;;;;x
b_kheta;Kheta;;;;;;;;;x
b_kresty;Kresty;;;;;;;;;x
b_chatanga;Chatanga;;;;;;;;;x
b_chirinda;Chirinda;;;;;;;;;x
d_taymyria;Taymyria;;;;;;;;;x
d_taymyria_adj;Taymyrian;;;;;;;;;x
c_idrinskiy;Idrinskiy;;;;;;;;;x
c_idrinskiy_adj;Kogalymian;;;;;;;;;x
b_ratta;Ratta;;;;;;;;;x
b_kikkiakki;Kikkiakki;;;;;;;;;x
b_tolka;Tolka;;;;;;;;;x
b_noginsk;Noginsk;;;;;;;;;x
b_krasnosel'kup;Krasnosel'kup;;;;;;;;;x
b_yanov;Yanov;;;;;;;;;x
b_sidorovsk;Sidorovsk;;;;;;;;;x
c_igarka;Igarka;;;;;;;;;x
c_igarka_adj;Noyabrsk;;;;;;;;;x
b_igarka ;Noyabrsk;;;;;;;;;x
b_sovetskaya;Sovetskaya;;;;;;;;;x
b_yermakovo;Yermakovo;;;;;;;;;x
b_staroturukhansk;Staroturukhansk;;;;;;;;;x
b_turukhansk;Turukhansk;;;;;;;;;x
b_bograda;Bograda;;;;;;;;;x
b_polyatnaya;Polyatnaya;;;;;;;;;x
c_turukhanskiy;Turukhanskiy;;;;;;;;;x
c_turukhanskiy_adj;Turukhanskian;;;;;;;;;x
b_rechka;Rechka;;;;;;;;;x
b_snezhnogorsk;Snezhnogorsk;;;;;;;;;x
b_kayerkan;Kayerkan;;;;;;;;;x
b_valok;valok;;;;;;;;;x
b_talnakh;Talnakh;;;;;;;;;x
b_norilsk;Norilsk;;;;;;;;;x
b_nadezhda;Nadezhda;;;;;;;;;x
c_dudinka;Dudinka;;;;;;;;;x
c_dudinka_adj;Dudinkan;;;;;;;;;x
b_dudinka;Dudinka;;;;;;;;;x
b_levinskiye;Levinskiye;;;;;;;;;x
b_peski;Peski;;;;;;;;;x
b_ust'-Port;Ust'-Port;;;;;;;;;x
b_tukhard;Tukhard;;;;;;;;;x
b_kazantsevo;Kazantsevo;;;;;;;;;x
b_karaul;Karaul;;;;;;;;;x
c_ilimpiyskiy;Ilimpiyskiy;;;;;;;;;x
c_ilimpiyskiy_adj;Ilimpiyskian;;;;;;;;;x
b_nosok;Nosok;;;;;;;;;x
b_munguy;Munguy;;;;;;;;;x
b_baykalovsk;baykalovsk;;;;;;;;;x
b_vorontsovo;Vorontsovo;;;;;;;;;x
